,revision_id,entity_id,entity_label,value_id,change_target,property_id,property_label,old_value,old_value_label,new_value,new_value_label,datatype,action,target,instance_of_main_entity,latest_description,new_value_description,old_value_description,label,subclass_of_main_entity,length_diff_abs,token_count_old,token_count_new,token_overlap,old_in_new,new_in_old,levenshtein_distance,edit_distance_ratio,complete_replacement,structure_similarity,high_token_overlap,char_insertions,char_deletions,adjacent_char_swap,avg_word_similarity,has_significant_prefix,has_significant_suffix,full_cosine_similarity
4820,726600763,34800,Xinjiang,description,,-2,description,"""autonomous region on China""",,"""autonomous region in China""",,string,UPDATE,PROPERTY_VALUE,autonomous region of China,autonomous region in China,,,textual_change,,0,4,4,0.6,0,0,1,0.038461538461538464,0,1.0,0,0,0,0,4.9375,1,1,0.9938131
4826,1319298211,242926,Marino,label,,-1,label,"""Marino, Lazio""",,"""Marino""",,string,UPDATE,PROPERTY_VALUE,commune of Italy,"comune in Lazio, Italy",,,unrefinement,,7,2,1,0.0,0,1,7,0.5384615384615384,0,0.5,0,0,4,0,2.0,1,0,0.99161977
4827,584494571,200809,Magnificat,description,,-2,description,"""ancient hymn of Mary in the Christian tradition""",,"""hymn of Mary in the Christian tradition""",,string,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,8,8,7,0.875,0,1,8,0.1702127659574468,0,0.875,1,0,1,0,5.071428571428571,0,1,0.98047835
4828,62536841,207796,Circus,description,,-2,description,"""birg genus""",,"""bird genus""",,string,UPDATE,PROPERTY_VALUE,taxon,genus of birds,,,textual_change,,0,2,2,0.3333333333333333,0,0,1,0.1,0,1.0,0,1,0,0,2.75,1,1,0.9618467
4833,467667932,373865,Menace,description,,-2,description,"""Ancient Greek colony in Andalucia""",,"""Ancient Greek colony in Andalusia""",,string,UPDATE,PROPERTY_VALUE,"archaeological site, city",Ancient Greek οr Phoenician colony in Andalusia near Malaga,,,textual_change,,0,5,5,0.6666666666666666,0,0,1,0.030303030303030304,0,1.0,0,1,0,0,5.24,1,0,0.99219394
4837,2079174182,2973203,cinema of Mongolia,description,,-2,description,"""overview anout the cinema of Mongolia""",,"""overview about the cinema of Mongolia""",,string,UPDATE,PROPERTY_VALUE,,,,,textual_change,,0,6,6,0.7142857142857143,0,0,1,0.02702702702702703,0,1.0,0,1,0,0,5.194444444444445,1,1,0.9901371
4840,197088309,262723,arrondissement of Rouen,q262723$ABF6F273-E83F-4747-ABDC-E5561DAF8BB7,,242,locator map image,"""Arrondissement de Rouen.PNG""",,"""Seine-Maritime - Rouen arrondissement.svg""",,string,UPDATE,PROPERTY_VALUE,arrondissement of France,arrondissement of France,,,"refinement, rewording",,14,3,4,0.0,0,0,30,0.7317073170731707,1,0.75,0,8,4,0,9.916666666666666,0,0,0.9671016
4841,1260282859,63032,Albrecht Daniel Thaer,description,,-2,description,"""German agronomist and an avid supporter of the humus theory for plant nutrition""",,"""German agronomist and an avid supporter of the humus theory for plant nutrition (1752-1828)""",,string,UPDATE,PROPERTY_VALUE,human,German agronomist and an avid supporter of the humus theory for plant nutrition (1752–1828),,,refinement,,12,13,14,0.9285714285714286,1,0,12,0.13186813186813187,0,0.9285714285714286,1,11,0,0,5.884615384615385,1,0,0.9971256
4849,501471,1447,Apulia,description,,-2,description,"""A region in Italy""",,"""region of Italy""",,string,UPDATE,PROPERTY_VALUE,region of Italy,region of Italy,,,re_formatting,,2,4,3,0.4,0,0,4,0.23529411764705882,0,0.75,0,1,1,0,3.8333333333333335,0,1,0.9900485
4865,1823448018,111226894,John J. Furlong,description,,-2,description,"""American politician – Minnesota -- \""J.J.\"" House 1887-88 (District 3); House 1891-96 (District 3)""",,"""American politician (1849–1925) – Minnesota – House 1887-88 (District 3); House 1891-96 (District 3)""",,string,UPDATE,PROPERTY_VALUE,human,American politician (1849–1925) – Minnesota – House 1887-88 (District 3); House 1891-96 (District 3),,,refinement,,4,14,14,0.7692307692307693,0,0,21,0.21,0,1.0,0,3,6,0,6.9438775510204085,1,1,0.9775431
4869,2297429658,392667,Wake Forest University,description,,-2,description,"""university in Winston-Salem, North Carolina, U.S.""",,"""university in Winston-Salem, North Carolina, United States""",,string,UPDATE,PROPERTY_VALUE,"private not-for-profit educational institution, university","university in Winston-Salem, North Carolina, United States",,,re_formatting,,9,6,7,0.625,0,0,11,0.1896551724137931,0,0.8571428571428572,0,1,2,0,7.595238095238095,1,0,0.9973657
4870,2247299144,128608,Epistle to the Hebrews,Q128608$BB13E733-70A5-43EA-9082-A37466A32AFF,,18,image,"""Author Hebrews.jpg""",,"""Papyrus 13 - British Library Papyrus 1532 - Epistle to the Hebrews - 2.jpg""",,string,UPDATE,PROPERTY_VALUE,"book of the Bible, epistle, literary work, religious text",book of the Bible,,,property_value_update,,56,2,14,0.0,0,0,57,0.7702702702702703,1,0.1428571428571429,0,26,1,0,7.857142857142857,0,1,0.9350822
4876,388904,129,Thursday,description,,-2,description,"""A day of the week.""",,"""the fifth day of the week in the Gregorian calendar""",,string,UPDATE,PROPERTY_VALUE,"day, day of the week, non-holiday",fifth day of the week,,,refinement,"day, non-holiday",33,5,10,0.3,0,0,35,0.6862745098039216,0,0.5,0,13,2,0,3.94,0,0,0.9678586
4882,866483141,30349628,Iran International,label,,-1,label,"""Iran International TV""",,"""Iran International""",,string,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,3,3,2,0.6666666666666666,0,1,3,0.14285714285714285,0,0.6666666666666667,0,0,2,0,5.833333333333333,1,0,0.93169177
4886,497198,1364,fruit,description,,-2,description,"""A part of the flowering part, often edible""",,"""an often-edible part of a flowering plant""",,string,UPDATE,PROPERTY_VALUE,"botanical term, ovary, plant organ","botanical term for the mature ovary or ovaries of one or more flowers. For foods commonly known as fruit, use Q3314483",,,rewording,"ovary, plant organ",1,8,7,0.25,0,0,32,0.7619047619047619,0,0.875,0,1,3,0,5.357142857142857,0,0,0.99869454
4891,1593399424,111221821,River Forest Golf Club,description,,-2,description,"""demolished clubhouse in River Forest, Illinois""",,"""demolished golf clubhouse in River Forest, Illinois""",,string,UPDATE,PROPERTY_VALUE,"clubhouse, former building or structure","demolished golf clubhouse in River Forest, Illinois",,,refinement,,5,6,7,0.8571428571428571,0,0,5,0.09803921568627451,0,0.8571428571428572,1,2,0,0,6.285714285714286,1,1,0.9986203
4893,483238,1107,anime,description,,-2,description,"""Japanese cartoons and computer animations""",,"""a style of Japanese cartoon and computer animation""",,string,UPDATE,PROPERTY_VALUE,"audiovisual work, film genre",Japanese style of animation,,,refinement,audiovisual work,9,5,8,0.3,0,0,13,0.26,0,0.625,0,3,0,0,6.225,0,0,0.9953836
4896,2259769662,366285,Auguste Villiers de l'Isle-Adam,q366285$afc657bb-428c-893c-0aeb-7f14c4c6c375,,6394,ELNET ID,"""a1118310x""",,"""1118310x""",,string,UPDATE,PROPERTY_VALUE,human,French writer (1838–1889),,,re_formatting,,1,1,1,0.0,0,1,1,0.1111111111111111,0,1.0,0,0,1,0,1.0,0,1,0.9960945
4906,154126390,64646,Gino De Sanctis,description,,-2,description,"""Italian journalist ansd screenwriter""",,"""Italian journalist and screenwriter""",,string,UPDATE,PROPERTY_VALUE,human,Italian journalist and screenwriter (1912–2001),,,textual_change,,1,4,4,0.6,0,0,1,0.027777777777777776,0,1.0,0,0,0,0,6.75,1,1,0.98945594
4914,2273471721,116462,Helen Gahagan Douglas,description,,-2,description,"""American actress and politician""",,"""American actress and politician (1900–1980)""",,string,UPDATE,PROPERTY_VALUE,human,American actress and politician (1900–1980),,,refinement,,12,4,5,0.8,1,0,12,0.27906976744186046,0,0.8,0,11,0,0,6.6,1,0,0.99112594
4920,991136630,48949,Rochdale A.F.C.,description,,-2,description,"""English association football club""",,"""association football club in Rochdale, England""",,string,UPDATE,PROPERTY_VALUE,association football club,"association football club in Rochdale, England",,,"refinement, rewording",,13,4,6,0.42857142857142855,0,0,29,0.6304347826086957,0,0.6666666666666667,0,5,0,0,6.666666666666667,0,0,0.9963707
4923,2259062746,130485477,Előd Tóásó,description,,-2,description,"""Hungarian convictin Bolivia""",,"""Hungarian convict in Bolivia""",,string,UPDATE,PROPERTY_VALUE,,,,,textual_change,,1,3,4,0.4,0,0,1,0.03571428571428571,0,0.75,0,0,0,0,5.083333333333333,1,1,0.98753303
4926,1828940502,111227505,Ferdinand Barta,description,,-2,description,"""American politician – Minnesota -House 1895-98 (District 26)""",,"""American politician (1857–1928) – Minnesota -House 1895-98 (District 26)""",,string,UPDATE,PROPERTY_VALUE,human,American politician (1857–1928) – Minnesota -House 1895-98 (District 26),,,refinement,,12,8,9,0.8888888888888888,0,0,12,0.16666666666666666,0,0.8888888888888888,1,1,0,0,7.361111111111111,1,1,0.9964365
4943,140278223,40713,Snaggletooth shark,label,,-1,label,"""Hemipristis elongatus""",,"""Snaggletooth shark""",,string,UPDATE,PROPERTY_VALUE,taxon,species of shark (Hemipristis elongatus),,,property_value_update,,3,2,2,0.0,0,0,19,0.9047619047619048,1,1.0,0,4,7,0,10.0,0,0,0.98303723
4945,1593705846,111226273,Diana J. Bass,description,,-2,description,"""(Australian) specialist in allergic diseases""",,"""(Australian) specialist in allergic diseases / allergist""",,string,UPDATE,PROPERTY_VALUE,human,(Australian) specialist in allergic diseases / allergist,,,refinement,,12,5,7,0.7142857142857143,1,0,12,0.21428571428571427,0,0.7142857142857143,0,1,0,0,7.0285714285714285,1,0,0.9922488
4949,473762,617,Padua,description,,-2,description,"""A city in Italy""",,"""Italian city""",,string,UPDATE,PROPERTY_VALUE,"big city, city-state, college town, commune of Italy","commune and capital city of the Province of Padua, Veneto, Italy",,,rewording,,3,4,2,0.2,0,0,9,0.6,0,0.5,0,0,1,0,4.0,0,0,0.99760807
4954,682085119,212834,20 Fenchurch Street,description,,-2,description,"""tower block""",,"""commercial skyscraper in London""",,string,UPDATE,PROPERTY_VALUE,skyscraper,"skyscraper in London, England",,,refinement,,20,2,4,0.0,0,0,25,0.8064516129032258,1,0.5,0,15,3,0,6.75,0,0,0.9637284
4960,1593635093,111225695,"Academy of Music, Adelaide",description,,-2,description,"""former theatre in Adelaide, South Austraia""",,"""former theatre in Adelaide, South Australia""",,string,UPDATE,PROPERTY_VALUE,theatre hall,"former theatre in Adelaide, South Australia",,,textual_change,,1,6,6,0.7142857142857143,0,0,1,0.023255813953488372,0,1.0,0,0,0,0,5.777777777777778,1,0,0.9963186
4964,766843367,8701,Atlético de Madrid,description,,-2,description,"""Spanish association football club""",,"""Spanish associon fight club""",,string,UPDATE,PROPERTY_VALUE,association football club,Spanish professional football club in Madrid,,,property_value_update,,6,4,4,0.3333333333333333,0,0,10,0.30303030303030304,0,1.0,0,1,0,0,6.3125,1,1,0.9793117
4967,1580547214,10333,Valencia CF,description,,-2,description,"""Spanish association football club""",,"""association football club in Valencia, Spain""",,string,UPDATE,PROPERTY_VALUE,"association football club, professional sports team","association football club in Valencia, Spain",,,"refinement, rewording",,11,4,6,0.42857142857142855,0,0,27,0.6136363636363636,0,0.6666666666666667,0,3,1,0,6.583333333333333,0,0,0.9955485
4969,1593241635,111219750,Aston McNeill Cooper Cooper-Key,description,,-2,description,"""Brish Army officer, who served as the UK government's Chief Inspector of Explosives (fl. 1922)""",,"""British Army officer, who served as the UK government's Chief Inspector of Explosives (1861-1930)""",,string,UPDATE,PROPERTY_VALUE,human,"British Army officer, who served as the UK government's Chief Inspector of Explosives (1861-1930)",,,"textual_change, refinement",,3,15,14,0.7058823529411765,0,0,9,0.09278350515463918,0,0.9333333333333333,0,5,3,0,6.623809523809523,1,0,0.99114394
4975,1449698906,216995,Super Mario 64,description,,-2,description,"""1996 platform video game developed by Nintendo""",,"""1996 three-dimensional platform video game developed by Nintendo""",,string,UPDATE,PROPERTY_VALUE,video game,1996 three-dimensional platform video game developed by Nintendo,,,refinement,,18,7,8,0.875,0,0,18,0.28125,0,0.875,1,3,0,0,6.946428571428571,1,1,0.9925786
4980,754134881,56229,Markus Beckedahl,Q56229$1fd176e4-4ca6-7966-d3b1-2bc2cd329464,,18,image,"""CC Birthday Party Berlin.jpg""",,"""-rpTEN - Tag 1 (26163396634).jpg""",,string,UPDATE,PROPERTY_VALUE,human,German activist and netzpolitik.org-founder,,,property_value_update,,4,4,5,0.0,0,0,26,0.8125,1,0.8,0,20,16,0,8.25,0,1,0.9497955
4982,342596231,3248767,Education,description,,-2,description,"""functional constituency in Hong Kong""",,"""functional constituency on Hong Kong""",,string,UPDATE,PROPERTY_VALUE,,,,,textual_change,,0,5,5,0.6666666666666666,0,0,1,0.027777777777777776,0,1.0,0,0,0,0,5.48,1,1,0.9895935
4983,634175408,49288835,Brice Charles,description,,-2,description,"""French officia""",,"""French official""",,string,UPDATE,PROPERTY_VALUE,,,,,textual_change,,1,2,2,0.3333333333333333,1,0,1,0.06666666666666667,0,1.0,0,1,0,0,3.5,1,0,0.91318166
4986,1035467855,255648,Lockheed Martin X-33,label,,-1,label,"""Lockheed Martin X-33""",,"""X-33""",,string,UPDATE,PROPERTY_VALUE,"abandoned project, sub-orbital spaceplane",uncrewed re-usable spaceplane technology demonstrator for the VentureStar,,,unrefinement,,16,3,1,0.3333333333333333,0,1,16,0.8,0,0.33333333333333337,0,0,16,0,4.666666666666667,0,1,0.98430026
4992,1902526379,336330,Harrison,Q336330$20bf40fe-4c55-19cd-1084-7a83cf9a5547,,1448,official name,"""Harrison""",,"""mattheo cawoy""",,monolingualtext,UPDATE,PROPERTY_VALUE,town of New Jersey,"town in Hudson County, New Jersey, United States",,,property_value_update,,5,1,2,0.0,0,0,11,0.8461538461538461,1,0.5,0,9,6,0,6.0,0,0,0.9563874
4998,1977371243,315673,Under 19 Bundesliga,label,,-1,label,"""Under 19 Fußball-Bundesliga""",,"""Under 19 Bundesliga""",,string,UPDATE,PROPERTY_VALUE,sports league,German football league,,,unrefinement,,8,3,3,0.5,0,0,8,0.2962962962962963,0,1.0,0,0,4,0,7.555555555555555,1,1,0.9800475
5002,1897064066,365872,"Rotrou III, Count of Perche",Q365872$F5988E6F-86E0-4E7B-8733-A2551A3EFC1F,,373,Commons category,"""Rotrou III of Perche""",,"""Rotrou III, Count of Perche""",,string,UPDATE,PROPERTY_VALUE,human,French noble,,,refinement,,7,4,5,0.5,0,0,7,0.25925925925925924,0,0.8,0,3,0,0,4.3,1,1,0.9890638
5010,364516858,13086,Zeta Ursae Majoris A,Q13086$3A77887F-790A-43A5-B1A7-A6B6CEE0FE01,,3083,SIMBAD ID,"""ZET01+UMA""",,"""ZET01 UMA""",,string,UPDATE,PROPERTY_VALUE,"double star, near-IR source, spectroscopic binary, star, UV-emission source, variable star",sextuple star system in the constellation Ursa Major,,,re_formatting,,0,1,2,0.0,0,0,1,0.1111111111111111,1,0.5,0,1,1,0,5.0,1,1,0.9944565
5021,774996386,174789,millimetre,label,,-1,label,"""millimetre""",,"""millimeter""",,string,UPDATE,PROPERTY_VALUE,"decimal submultiple of a unit, metric unit, SI derived unit, unit of length",SI unit of length equal to one thousandth of a metre,,,textual_change,,0,1,1,0.0,0,0,2,0.2,1,1.0,0,0,0,1,2.0,1,0,0.9859821
5023,1398245521,200770,Robert Green,description,,-2,description,"""English association football player (born 1980)""",,"""English association football player""",,string,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,12,6,4,0.6666666666666666,0,1,12,0.2553191489361702,0,0.6666666666666667,0,0,6,0,6.875,1,0,0.95389616
5033,702117802,19481,Leicester City F.C.,description,,-2,description,"""English association football club""",,"""association football club""",,string,UPDATE,PROPERTY_VALUE,association football club,"association football club in Leicester, England",,,unrefinement,,8,4,3,0.75,0,1,8,0.24242424242424243,0,0.75,0,0,3,0,6.333333333333333,0,1,0.9957168
5036,990992838,19580,Coventry City F.C.,description,,-2,description,"""English association football club""",,"""association football club in Birmingham, England""",,string,UPDATE,PROPERTY_VALUE,association football club,"association football club in Coventry, England",,,"refinement, rewording",,15,4,6,0.42857142857142855,0,0,31,0.6458333333333334,0,0.6666666666666667,0,6,0,0,7.083333333333333,0,0,0.9909755
5037,817247902,78670,Peter Zoller,description,,-2,description,"""Austrian physicist""",,"""Austrian theoretical physicist""",,string,UPDATE,PROPERTY_VALUE,human,Austrian theoretical physicist,,,refinement,,12,2,3,0.6666666666666666,0,0,12,0.4,0,0.6666666666666667,0,4,0,0,5.166666666666667,1,1,0.99437785
5044,538880606,2982684,Ministry of Defence of Norway,Q2982684$128D7AF2-A4B4-43A9-89DB-2039FC7F3E5F,,3500,Ringgold ID,"""5724""",,"""6285""",,string,UPDATE,PROPERTY_VALUE,,,,,property_value_update,,0,1,1,0.0,0,0,4,1.0,1,1.0,0,2,2,0,4.0,0,0,0.9842328
5045,1759460647,46012203,Ying Qing Chen,description,,-2,,"""researcher""",,"""American biostatistician""",,string,UPDATE,PROPERTY_VALUE,,,,,refinement,,14,1,2,0.0,0,0,20,0.8333333333333334,1,0.5,0,15,1,0,10.0,0,0,0.8334663
5051,2219202516,11084606,Munida caesua,description,,-2,description,"""species of crustaceans""",,"""species of crustacean""",,string,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,1,3,3,0.5,0,1,1,0.045454545454545456,0,1.0,0,0,0,0,5.777777777777778,1,0,0.9877939
5052,2039835757,306762,Abbott Lawrence,Q306762$14A60288-07E5-448F-851A-DF7769960B00,,213,ISNI,"""0000 0000 6707 4267""",,"""0000000067074267""",,string,UPDATE,PROPERTY_VALUE,human,American politician (1792–1855),,,re_formatting,,3,4,1,0.0,0,0,3,0.15789473684210525,1,0.25,0,0,3,0,12.0,1,1,0.99139476
5054,341460433,55245,Laurence Olivier,Q55245$E8CB7838-F0D5-48B8-B6C3-3F463DB60231,,1015,NORAF ID,"""x90101696""",,"""90101696""",,string,UPDATE,PROPERTY_VALUE,human,English actor and director (1907–1989),,,re_formatting,,1,1,1,0.0,0,1,1,0.1111111111111111,0,1.0,0,0,1,0,1.0,0,1,0.9937117
5056,1010838489,32352804,Sonja Kinski,description,,-2,description,"""american model and actress""",,"""American model and actress""",,string,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,0,4,4,0.6,0,0,0,0.0,0,1.0,0,1,0,0,4.625,0,1,0.9896865
5060,483755,1183,Puerto Rico,description,,-2,description,"""A US dependent territory""",,"""a dependent territory of the United States""",,string,UPDATE,PROPERTY_VALUE,"commonwealth, cultural region, insular area of the United States, political territorial entity, Provincial deputation in Spanish America, territory of the United States, unincorporated territory of the United States",unincorporated territory of the United States of America,,,rewording,,18,4,7,0.2222222222222222,0,0,24,0.5714285714285714,0,0.5714285714285714,0,5,1,0,6.071428571428571,0,0,0.9988747
5062,1791909219,183343,list of listed objects in Santovka,label,,-1,label,"""List of listed objects in Santovka""",,"""list of listed objects in Santovka""",,string,UPDATE,PROPERTY_VALUE,Wikimedia list article,Wikimedia list article,,,re_formatting,,0,6,6,0.7142857142857143,0,0,0,0.0,0,1.0,0,0,1,0,4.722222222222222,0,1,0.98502433
5064,116727759,197949,post-apocalyptic fiction,label,,-1,label,"""apocalyptic and post-apocalyptic fiction""",,"""post-apocalyptic fiction""",,string,UPDATE,PROPERTY_VALUE,,,,,unrefinement,speculative fiction,16,4,2,0.5,0,1,16,0.4,0,0.5,0,0,1,0,8.0,0,1,0.99324656
