,revision_id,entity_id,entity_label,value_id,change_target,property_id,property_label,old_value,old_value_label,new_value,new_value_label,datatype,action,target,instance_of_main_entity,latest_description,new_value_description,old_value_description,label,subclass_of_main_entity,date_diff_days,sign_change,change_one_to_zero,change_one_to_value,change_zero_to_one,day_added,day_removed,month_added,month_removed,full_cosine_similarity
4771,756238637,101263,Reinhart Guib,Q101263$350FAE22-6C07-46FF-BD2E-1505B4191883,,569,date of birth,"""+1962-01-01T00:00:00Z""",,"""+1962-11-26T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,German theologian,,,refinement,,329,0,0,1,0,1,0,1,0,0.99582195
4772,211374398,130894,Zo In-sung,Q130894$68FFC1EC-4D01-4401-AE83-6B39FF6F5D9C,,569,date of birth,"""+1981-08-27T00:00:00Z""",,"""+1981-07-28T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,South Korean actor,,,property_value_update,,31,0,0,0,0,0,0,0,0,0.99717975
4773,1033109600,456181,Church of St Philibert,Q456181$8AC286CD-1C8B-43B8-AE2F-5B2E83C2D10B,,571,inception,"""+801-01-17T00:00:00Z""",,"""+801-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,abbey,abbey in Tournus,,,unrefinement,,47,0,1,0,0,0,1,0,1,0.9914522
4774,1518385809,40046,Jesse Williams,q40046$286197E6-4A7C-4634-8440-76278D56D5AB,,569,date of birth,"""+1981-08-05T00:00:00Z""",,"""+1981-08-04T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"American actor, director, producer, and activist",,,property_value_update,,1,0,0,0,0,0,0,0,0,0.99684346
4790,428827101,445844,Marfa Apraksina,Q445844$488200DE-8F90-41B2-BC01-772B16B7DC6E,,570,date of death,"""+1716-01-11T00:00:00Z""",,"""+1715-12-31T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Russian tsarina,,,property_value_update,,719,0,0,0,0,0,0,1,0,0.9865622
4791,277007231,442556,Haydée Santamaría Cuadrado,Q442556$8A3DB071-3615-4ABE-B1FE-01A8061985FC,,569,date of birth,"""+1922-01-01T00:00:00Z""",,"""+1923-12-30T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Cuban rebel & civil servant (1923–1980),,,property_value_update,,728,0,0,0,0,1,0,1,0,0.99769807
4798,1186185924,19873465,Caroline Bingham,Q19873465$B2A637D3-66D3-43B6-BF94-FD7C44005BAB,,569,date of birth,"""+1831-00-00T00:00:00Z""",,"""+1831-03-01T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,refinement,,92,0,0,0,1,1,0,1,0,0.9873451
4799,1428394018,40197,Lillian Moller Gilbreth,q40197$F51E01CF-D2AC-4C7C-9A7A-0016AC2374A8,,569,date of birth,"""+1567-05-17T00:00:00Z""",,"""+1817-05-17T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,American psychologist and industrial engineer (1878–1972),,,property_value_update,,91312,0,0,0,0,0,0,0,0,0.99522233
4804,1075162885,9041,James Watt,q9041$7018FC8B-AE76-41AB-91DA-4739B2F936C3,,569,date of birth,"""+1736-01-19T00:00:00Z""",,"""+1025-08-28T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,British engineer (1736–1819),,,property_value_update,,259914,0,0,0,0,0,0,1,0,0.99141383
4805,1240353311,88118,Hermann Hunger,Q88118$986041E3-8BD4-4F14-A1E6-AE65C18EE42B,,569,date of birth,"""+1942-06-30T00:00:00Z""",,"""+1942-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Austrian Assyriologist,,,unrefinement,,212,0,0,0,0,0,1,0,1,0.99580795
4813,2259182440,124805591,Emma Cadenas,Q124805591$2f44ddab-480e-b544-dce2-c945936613a7,,569,date of birth,"""+1966-11-15T00:00:00Z""",,"""+1966-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,349,0,0,0,0,0,1,0,1,0.98408616
4814,1394358521,309869,Burebista,Q309869$04d0588f-f75c-43f8-bd15-84226d533658,,569,date of birth,"""-111-00-00T00:00:00Z""",,"""-110-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,1st-century BC Thracian king of the Getae and Dacians,,,property_value_update,,365,0,0,0,0,0,0,0,0,0.99666184
4819,852555512,3263081,Louis Sainte-Marie-Perrin,Q3263081$B469A468-1DE7-41B3-A867-A28C74EF0251,,570,date of death,"""+1917-00-00T00:00:00Z""",,"""+1917-07-20T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,refinement,,233,0,0,0,0,1,0,1,0,0.99363554
4822,1755095047,319242,Caesarea Maritima,Q319242$294F991A-A7CE-4A2B-9452-08E28045BA26,,571,inception,"""-13-01-01T00:00:00Z""",,"""-13-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"depopulated Palestinian village, former settlement, human settlement, Roman archaeological site, Roman colony, village",ancient Levantine city,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9979196
4823,1213909269,5116140,Chumash Revolt of 1824,Q5116140$4e8bbc25-4a7d-8aad-fc82-986ffbfcbd30,,582,end time,"""+1824-06-28T00:00:00Z""",,"""+1824-06-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,28,0,0,0,0,0,1,0,0,0.98169035
4831,657564773,346620,Adad-shuma-iddina,Q346620$27F32828-6A24-4130-B5B8-B2A8A3B871ED,,570,date of death,"""-1260-00-00T00:00:00Z""",,"""-1217-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,king of Babylon,,,property_value_update,,15705,0,0,0,0,0,0,0,0,0.9934405
4834,723473096,190129,coat of arms of Sweden,Q190129$3AD28104-9D35-4086-8294-3A67260C2074,,571,inception,"""+2517-11-19T00:00:00Z""",,"""+1525-04-11T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,national coat of arms,coat of arms,,,property_value_update,,362549,0,0,0,0,0,0,0,0,0.99238205
4835,831910927,429847,Mircea Paraschiv,Q429847$6CD63F0C-0136-4C0F-BFB4-20A95CFC2AF6,,569,date of birth,"""+1954-01-01T00:00:00Z""",,"""+1954-12-14T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Romanian rugby union footballer and coach,,,refinement,,347,0,0,1,0,1,0,1,0,0.9982638
4843,665388406,220787,Theophilus of Antioch,Q220787$7A9FAEA3-9C59-4C90-92B8-2830D27F617B,,569,date of birth,"""+200-01-01T00:00:00Z""",,"""+200-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Patriarch of Antioch from c.169 to c.183,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9963368
4844,1204798161,266019,Madeleine Béjart,Q266019$2F91D6CD-C875-4534-B69A-6FF79059E74F,,570,date of death,"""+1972-02-17T00:00:00Z""",,"""+1672-02-17T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,French stage actress,,,property_value_update,,109575,0,0,0,0,0,0,0,0,0.9906914
4846,1647309829,7578,Jambi,Q7578$F434FED1-5C8A-496B-AA99-DA175C6F0C6D,,571,inception,"""+1956-01-01T00:00:00Z""",,"""+1401-05-28T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"city, city of Indonesia","city and capital of Jambi Province, Indonesia",,,property_value_update,,202861,0,0,0,0,1,0,1,0,0.99051905
4847,1687388802,462947,Vazul,Q462947$693CE464-F38D-49C0-AF56-D1BBF06B6769,,569,date of birth,"""+1000-00-00T00:00:00Z""",,"""+980-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,11th century member of the House of Árpád,,,property_value_update,,7305,0,0,0,0,0,0,0,0,0.9957194
4850,753444200,272253,Bobbie Gentry,q272253$BFCA60BB-1570-41B3-8D89-77B1CB930630,,569,date of birth,"""+1944-07-27T00:00:00Z""",,"""+1942-07-27T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,American singer-songwriter,,,property_value_update,,730,0,0,0,0,0,0,0,0,0.9927394
4855,467067777,25916915,Milford Haven,Q25916915$2AA37536-CE60-4CBD-8494-97DF64B5667E,,571,inception,"""+1794-03-01T00:00:00Z""",,"""+1794-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,92,0,1,0,0,0,1,0,1,0.9797355
4859,425487134,122658,Vasiliy Rakov,Q122658$1E5B524F-BA3A-44AD-8968-F5A112444DC9,,569,date of birth,"""+1909-02-08T00:00:00Z""",,"""+1909-01-26T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Soviet aviator (1909–1996),,,property_value_update,,48,0,0,0,0,0,0,0,0,0.9975213
4860,610566767,1782,Gordian I,Q1782$073F0984-EC68-4154-BC3C-BD9ACDE1D6A5,,569,date of birth,"""+159-01-01T00:00:00Z""",,"""+159-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Roman Emperor,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9882268
4861,2308845841,459955,Steve Aoki,Q459955$767D9933-27B2-4909-8227-5A40D4E329DD,,2031,work period (start),"""+1999-00-00T00:00:00Z""",,"""+1996-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,American DJ and music producer (born 1971),,,property_value_update,,1095,0,0,0,0,0,0,0,0,0.996062
4863,2325142723,345992,Joseph Gérard,Q345992$9FC79C59-0A7A-4F2E-A580-6086D9B1119B,,569,date of birth,"""+1831-01-01T00:00:00Z""",,"""+1831-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,French Catholic missionary (1831-1914),,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9971313
4877,1951075937,446526,Antonella Lualdi,Q446526$78ef6341-46dc-c281-934b-0a78579a0cb8,,570,date of death,"""+10-08-00T00:00:00Z""",,"""+2023-08-10T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Italian actress (1931–2023),,,property_value_update,,735258,0,0,0,0,1,0,0,0,0.9942771
4880,1289878309,28057,Tamna,Q28057$470d825e-4dab-0c04-9dd2-636f47b95ec0,,576,"dissolved, abolished or demolished date","""+1404-00-00T00:00:00Z""",,"""-1404-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"historical country, realm","historical kingdom in today’s Jeju, South Korea",,,re_formatting,,1025622,1,0,0,0,0,0,0,0,0.9980711
4889,2150232749,432,Islam,Q432$1aa13986-4e7f-96f4-1c8a-ccd7ec07175b,,571,inception,"""+610-00-00T00:00:00Z""",,"""+631-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"Abrahamic religion, major religious group",Abrahamic religion founded by Muhammad,,,property_value_update,Abrahamic religion,7670,0,0,0,0,0,0,0,0,0.99429536
4892,1528854777,207634,Cleisthenes,Q207634$84C0FB3A-1E3E-4464-9CE6-CAAEB229757E,,569,date of birth,"""-565-01-01T00:00:00Z""",,"""-565-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,late 6th century Athenian politician and reformer,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9969759
4905,1590914723,286339,Yvonne De Carlo,Q286339$a39b4f88-412f-8527-3469-754c91380bf7,,2031,work period (start),"""+1941-00-00T00:00:00Z""",,"""+1939-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"Canadian-born American actress, dancer and singer (1922–2007)",,,property_value_update,,730,0,0,0,0,0,0,0,0,0.9968965
4908,199845130,361646,Burning Spear,q361646$0AD987F4-5BDE-4A30-B0F2-673B826AB164,,569,date of birth,"""+1945-03-01T00:00:00Z""",,"""+1948-03-01T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Jamaican roots reggae musician,,,property_value_update,,1095,0,0,0,0,0,0,0,0,0.99411035
4909,1657188501,11975,Britney Spears,q11975$C9FB5591-1975-46C7-9A51-4E1645EA75C8,,569,date of birth,"""+1981-12-02T00:00:00Z""",,"""+1981-12-01T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"American pop singer, songwriter, actress and model",,,property_value_update,,1,0,0,0,0,0,0,0,0,0.995099
4916,782333546,293683,Al-Muqtadi,Q293683$1ABE8D5E-57D6-47E1-BD76-CADF28B05F02,,570,date of death,"""+1094-02-01T00:00:00Z""",,"""+1094-02-03T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Abbasid Caliph in Baghdad (r. 1075–1094),,,property_value_update,,2,0,0,0,0,1,0,0,0,0.99462056
4922,718275076,134646,Boniface VIII,q134646$3599514f-4c29-75fa-4d88-0b485a13177f,,569,date of birth,"""+1235-01-01T00:00:00Z""",,"""+1235-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,pope of the Roman Catholic Church from 1294 to 1303,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.99471706
4925,843250057,3263484,Louis de Jarente de Sénas d'Orgeval,Q3263484$37982F4E-BFDE-45E5-BA43-0D5828A03F30,,569,date of birth,"""+1746-00-00T00:00:00Z""",,"""+1746-06-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,refinement,,182,0,0,0,0,0,0,1,0,0.9849972
4940,1141326096,191949,Brave New World,Q191949$71DDA13E-48F7-494D-982A-67CFEBFD1E3D,,577,publication date,"""+1932-01-01T00:00:00Z""",,"""+3-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,literary work,1932 novel by Aldous Huxley,,,property_value_update,,704598,0,0,0,0,0,1,0,1,0.9938373
4942,2325136113,89089,Johann Faber of Heilbronn,Q89089$55EF6634-20E8-4592-B031-BD7A441B6B9C,,570,date of death,"""+1558-01-01T00:00:00Z""",,"""+1558-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,16th-century Catholic preacher and author,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.99763256
4944,305947319,322720,Sebastian Haag,Q322720$edcb8efa-4c50-c084-c4f3-3ac0b9aa8fcb,,570,date of death,"""+2014-09-24T00:00:00Z""",,"""+2014-09-23T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,German extreme ski mountaineer and extreme skier (1978-2014),,,property_value_update,,1,0,0,0,0,0,0,0,0,0.99691355
4948,249441814,379991,Valerius Maximus,Q379991$c00801a3-4ffd-e1cd-8cbd-c720ac35dbb2,,569,date of birth,"""-100-00-00T00:00:00Z""",,"""+100-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"early 1st century AD Roman professional rhetorician, historian and author",,,re_formatting,,73050,1,0,0,0,0,0,0,0,0.9975248
4950,528713440,32534,482,Q32534$60C284A7-9C59-4138-B296-D87B2440DB55,,585,point in time,"""+482-01-01T00:00:00Z""",,"""+482-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,year,year,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.965213
4957,227244627,325714,Halina Birenbaum,Q325714$8D93A273-19B3-4D02-9B1D-233A2566BB7F,,569,date of birth,"""+1929-01-01T00:00:00Z""",,"""+1929-09-15T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"Polish-born Holocaust survivor, Israeli writer, poet, translator and activist (b. 1929)",,,refinement,,257,0,0,1,0,1,0,1,0,0.9987561
4958,2261340827,246515,Teresa Nowak,Q246515$e0556ef4-43aa-6e9a-41bf-347b3098d087,,570,date of death,"""+2024-10-14T00:00:00Z""",,"""+2024-10-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Polish hurdler (1942–2024),,,unrefinement,,14,0,0,0,0,0,1,0,0,0.9966251
4959,832256079,219697,Battle of Las Navas de Tolosa,Q219697$E4F949C8-F7C6-42B5-907C-9C497EB014CA,,585,point in time,"""+2012-07-16T00:00:00Z""",,"""+1212-07-16T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,battle,1212 battle between Iberian Christian armies and an Almohad Muslim army,,,property_value_update,,292200,0,0,0,0,0,0,0,0,0.9932263
4961,475535191,25917103,"View on Caldey island, coast of south Wales",Q25917103$FC20633A-1A69-426C-B68E-FC1A26D2B54F,,571,inception,"""+1788-12-01T00:00:00Z""",,"""+1788-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,366,0,1,0,0,0,1,0,1,0.989022
4963,649224112,186170,doom metal,Q186170$E81669D6-2368-4F94-BCB6-55F2AC75266D,,571,inception,"""+1975-01-01T00:00:00Z""",,"""+1970-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"extreme metal, music genre",subgenre of heavy metal music,,,property_value_update,extreme metal,1857,0,0,0,0,0,1,0,1,0.9968853
4968,1752357181,55521,Chūzan,Q55521$54D25A7B-7838-4AF3-966B-7DA0321ABB46,,571,inception,"""+1314-01-01T00:00:00Z""",,"""+1314-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"historical country, kingdom",14th century kingdom,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9959222
4970,1575648581,313865,Mentuhotep IV,Q313865$23E5FF80-3F8A-4E08-A19D-1F98580E0BBC,,569,date of birth,"""-2100-01-01T00:00:00Z""",,"""-2100-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Egyptian pharaoh,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9918377
4971,2098273529,60215,Bernhardus Varenius,Q60215$91CECDCB-A89E-4034-9DDC-00C53790CA0F,,570,date of death,"""+1650-01-01T00:00:00Z""",,"""+1653-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,German geographer,,,"re_formatting, property_value_update",,1126,0,0,0,0,0,1,0,1,0.9920065
4972,282218416,37643,Gulf War,q37643$762e7d9d-451f-546b-806a-e16ac7e8bfa1,,580,start time,"""+1990-08-02T00:00:00Z""",,"""+2918-08-02T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,war,1990–1991 conflict between Iraq and a 42-country coalition,,,property_value_update,,338952,0,0,0,0,0,0,0,0,0.9885807
4973,1534661195,285001,Runaway,Q285001$E44C97BF-3F60-4C56-92A7-F5CD0040F736,,577,publication date,"""+1961-02-00T00:00:00Z""",,"""+1961-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,musical work/composition,original song co-written and performed by Del Shannon,,,unrefinement,,60,0,0,0,0,0,0,0,1,0.99748397
4974,142286736,161106,Grand Duke Konstantin Pavlovich of Russia,Q161106$53D270F7-8CC8-4639-A3AF-1C4DE7B6943F,,569,date of birth,"""+1779-05-08T00:00:00Z""",,"""+1779-04-27T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Russian grand duke (1779–1831),,,property_value_update,,49,0,0,0,0,0,0,0,0,0.99717283
4987,1531635678,60997083,Safari Drive♪,Q60997083$1fbce989-7817-40b9-9a4f-90991f20dc26,,577,publication date,"""+2018-10-04T00:00:00Z""",,"""+2018-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,308,0,0,0,0,0,1,0,1,0.9724555
4988,1007613750,157687,Cristiano Migliore,Q157687$3cd3d8ad-08fb-4e51-97f1-dd08ed0177d0,,569,date of birth,"""+1971-01-01T00:00:00Z""",,"""+1971-05-20T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Italian musician,,,refinement,,140,0,0,1,0,1,0,1,0,0.9964272
4990,377114529,458450,Ottavio Bugatti,Q458450$27C1998E-B807-4224-B812-AF7BD94A1C32,,570,date of death,"""+2016-09-14T00:00:00Z""",,"""+2016-09-13T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Italian footballer (1928-2016),,,property_value_update,,1,0,0,0,0,0,0,0,0,0.9968994
4995,1295065987,8229,Latin script,Q8229$8b104f1d-4622-d4b5-f332-6ca8c6822295,,571,inception,"""-700-00-00T00:00:00Z""",,"""+700-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"alphabetic writing system, natural writing system, writing system","writing system used to write most Western, Northern and Central European languages",,,re_formatting,alphabetic writing system,511350,1,0,0,0,0,0,0,0,0.9967867
4996,2067038444,319707,David Olère,Q319707$6EB80E16-7049-4BBF-BAEC-FCAB04606D3E,,569,date of birth,"""+1902-01-19T00:00:00Z""",,"""+1903-01-19T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Polish-born French painter and sculptor and Holocaust survivor (1902-1985),,,property_value_update,,365,0,0,0,0,0,0,0,0,0.99790275
4997,1752838444,175276,Kingdom of León,Q175276$20154CA5-FF66-4AEE-9EA0-E23144132878,,571,inception,"""+910-01-01T00:00:00Z""",,"""+910-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"historical country, realm, sovereign state",(910-1230) historical state,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9962778
4999,610559233,911,Ufa,Q911$55DBC632-6F6C-4CB6-9853-CAE5A6D6AAEC,,571,inception,"""+1574-01-01T00:00:00Z""",,"""+1574-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"administrative divisions of Russia, big city, city or town, human settlement, large city, million city","capital city of the Republic of Bashkortostan, Russia",,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9986222
5000,1860196254,391426,Agathoclea,Q391426$AAC71468-A5D1-4675-B1DB-F37F58C756EE,,569,date of birth,"""-247-00-00T00:00:00Z""",,"""+247-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,mistress of Ptolemy IV of Egypt,,,re_formatting,,180433,1,0,0,0,0,0,0,0,0.99323606
5003,285868784,448897,Hans Stiglund,Q448897$30F1490D-2B5D-45CE-B733-F685A364874A,,569,date of birth,"""+1955-06-07T00:00:00Z""",,"""+1955-06-08T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"Swedish, Lutheran bishop",,,property_value_update,,1,0,0,0,0,0,0,0,0,0.9983688
5006,359331845,337546,Yuri Buenaventura,Q337546$21374493-DE51-4027-8C42-A6B79129F730,,569,date of birth,"""+1961-01-01T00:00:00Z""",,"""+1967-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Colombian singer,,,property_value_update,,2222,0,0,0,0,0,1,0,1,0.9945718
5008,271391190,5119091,Cianán,Q5119091$32830B00-3DF7-4FCC-B31A-DD6F283CF9A6,,570,date of death,"""+0489-01-01T00:00:00Z""",,"""+0489-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9724207
5009,831764213,329900,Abraham Cykiert,Q329900$da7ebd75-49c2-4114-61fb-6c9b36aa2b53,,570,date of death,"""+2009-01-01T00:00:00Z""",,"""+2009-03-06T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Australian Holocaust survivor (1926-2009),,,refinement,,65,0,0,1,0,1,0,1,0,0.99687433
5013,1132079623,8958,Johannes Gutenberg,Q8958$819B6E32-9D4C-404D-AB01-AD9DF16557AA,,570,date of death,"""+1468-02-03T00:00:00Z""",,"""+1468-02-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,3,0,0,0,0,0,1,0,0,0.97803354
5014,2120546693,124827778,Pingora,Q124827778$05d957a8-4534-ac7e-0805-5f14fb45cc98,,571,inception,"""+2022-09-14T00:00:00Z""",,"""+2022-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,287,0,0,0,0,0,1,0,1,0.9659374
5015,1981871671,437168,Jeanne Baret,Q437168$40E32D6A-B006-4B51-9E7C-BEDEE9BBA5E7,,570,date of death,"""+1807-08-05T00:00:00Z""",,"""-9999-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"French explorer, naturalist and botanist (1740-1807)",,,property_value_update,,4312389,0,0,0,0,0,1,0,1,0.9933016
5016,393429974,310173,Ammonius Saccas,q310173$C90B20DA-0C50-4DF9-8379-F3C6A40E214C,,570,date of death,"""+242-01-01T00:00:00Z""",,"""+242-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Hellenistic Platonist philosopher (175-242),,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9963235
5017,524405545,76420,Georg Cantor,Q76420$C60157DD-2D64-4999-978E-2F8C69159626,,569,date of birth,"""+1845-03-03T00:00:00Z""",,"""+1845-02-19T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"German mathematician, inventor of set theory (1845–1918)",,,property_value_update,,46,0,0,0,0,0,0,0,0,0.9984405
5019,1292147122,188650,Lusitania,Q188650$D678B1FA-E28D-4242-877C-18FFE010071E,,576,"dissolved, abolished or demolished date","""+891-01-01T00:00:00Z""",,"""+891-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,Roman province,Roman province in Hispania (27 BC - c.410 AD),,,re_formatting,,31,0,1,0,0,0,1,0,1,0.99711883
5027,1027388233,90830,Jacobus Theodorus Tabernaemontanus,Q90830$8624E0C8-BD48-4EA2-B97E-F1AFAA6E5604,,569,date of birth,"""+1522-01-01T00:00:00Z""",,"""+1522-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Roman physician and botanist (1522-1590),,,re_formatting,,31,0,1,0,0,0,1,0,1,0.99666214
5029,378599299,3272824,"1,100th millennium BC",Q3272824$3be3db98-46d4-2c44-c03d-ce749b8d44fd,,585,point in time,"""-00001100000-01-01T00:00:00Z""",,"""-1100000-01-01T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,0,0,0,1,0,0,0,0,0,0.9833556
5034,1000303980,433435,Tina Lund,Q433435$F8DF12EB-FE3A-4E27-96CF-BDD8E952CD8A,,569,date of birth,"""+1981-01-14T00:00:00Z""",,"""+1119-01-13T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Danish equestrian,,,property_value_update,,314846,0,0,0,0,0,0,0,0,0.9875747
5047,784961509,116232,Mini,Q116232$385a8eb1-4a2f-8fd0-5624-8dda0a06043b,,571,inception,"""+1959-01-01T00:00:00Z""",,"""+1969-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,car brand,German owned British automotive marque,,,"unrefinement, property_value_update",,3683,0,0,0,0,0,1,0,1,0.99480265
5050,839955475,25861316,Stephen Blair,Q25861316$298d5b44-4534-7264-d5c9-833d647f0a69,,569,date of birth,"""+1804-03-21T00:00:00Z""",,"""+1804-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,112,0,0,0,0,0,1,0,1,0.9816277
