,revision_id,entity_id,entity_label,value_id,change_target,property_id,property_label,old_value,old_value_label,new_value,new_value_label,datatype,action,target,instance_of_main_entity,latest_description,new_value_description,old_value_description,label,subclass_of_main_entity,relative_value_diff_latitude,relative_value_diff_longitude,latitude_sign_change,longitude_sign_change,latitude_whole_number_change,longitude_whole_number_change,coordinate_distance_km,latitude_precision_change,longitude_precision_change,latitude_length_increase,latitude_length_decrease,longitude_length_increase,longitude_length_decrease,longitude_shared_prefix,longitude_shared_prefix_length,latitude_shared_prefix,latitude_shared_prefix_length,full_cosine_similarity
5110,723298635,389275,Tinnura,q389275$73A1414E-F69E-4C30-B835-1852D5EEA335,,625,coordinate location,"{""latitude"": 40.266666666667, ""longitude"": 8.55}",,"{""latitude"": 40.2690644, ""longitude"": 8.5481787}",,globecoordinate,UPDATE,PROPERTY_VALUE,commune of Italy,Italian comune,,,property_value_update,,5.954635760756788e-05,0.00021301754385980793,0.0,0.0,False,False,0.30816073107851194,1,1,0,1,1,0,1,1,1,2,0.9831978
5111,1937855265,304398,Ehrenberg,q304398$AB3F67BC-C6DE-41A1-A79C-34DD000B6C1A,,625,coordinate location,"{""latitude"": 50.466666666667, ""longitude"": 10.65}",,"{""latitude"": 50.482169, ""longitude"": 10.657695}",,globecoordinate,UPDATE,PROPERTY_VALUE,non-urban municipality in Germany,"municipality in Thuringia, Germany",,,"refinement, property_value_update",,0.00030717965653229205,0.0007225352112676063,0.0,0.0,False,False,1.8077491602786349,1,1,0,1,1,0,1,2,1,1,0.9947206
5114,2142661839,169966,Deccan Plateau,Q169966$D272FE54-308B-4B5C-8029-F5D6501D3C48,,625,coordinate location,"{""latitude"": 14, ""longitude"": 77}",,"{""latitude"": 16, ""longitude"": 77}",,globecoordinate,UPDATE,PROPERTY_VALUE,plateau,large plateau in India,,,property_value_update,,0.14285714285714285,0.0,0.0,0.0,True,False,222.38985328911744,0,0,0,0,0,0,0,0,0,0,0.99033934
5119,762240494,49303043,Horne Lake,Q49303043$B789B66B-9D50-424E-B93C-12E40324819B,,625,coordinate location,"{""latitude"": 41.8601, ""longitude"": -106.15257}",,"{""latitude"": 41.86, ""longitude"": -106.1525}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,2.388909725569687e-06,6.59428217270644e-07,0.0,0.0,False,False,0.012539906356656357,1,1,0,1,0,1,1,4,1,2,0.9782971
5133,2305944272,26279626,Dovecot to South West of Charleston Manor,Q26279626$1E3797CD-4732-40A4-9B54-1761BA92724C,,625,coordinate location,"{""latitude"": 50.785328, ""longitude"": -0.155699}",,"{""latitude"": 50.785328, ""longitude"": 0.155699}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,0.0,2.0,0.0,1.0,False,False,21.891423774815507,1,1,0,0,0,0,1,6,1,6,0.9834424
5137,705324498,12778,Selva,Q12778$28F01F8C-D3F3-4406-A4F0-22F3AD0EE032,,625,coordinate location,"{""latitude"": 41, ""longitude"": 2}",,"{""latitude"": 41.8647, ""longitude"": 2.66417}",,globecoordinate,UPDATE,PROPERTY_VALUE,comarca of Catalonia,"comarca (county) in Catalonia, Spain",,,refinement,,0.021090243902439004,0.33208499999999996,0.0,0.0,False,False,110.9526221985397,0,0,1,0,1,0,0,0,0,0,0.9874274
5154,2063262357,128569,"O Foxo, Silleda",Q128569$614C8642-D275-418F-A741-D792731F43CE,,625,coordinate location,"{""latitude"": 42.7, ""longitude"": -8.233333}",,"{""latitude"": 42.70123964772569, ""longitude"": -8.256904436902119}",,globecoordinate,UPDATE,PROPERTY_VALUE,settlement in Galicia,"hamlet in Silleda (Santa Baia), Spain",,,"refinement, property_value_update",,2.9031562662528403e-05,0.0028629276748697633,0.0,0.0,False,False,1.931135515702573,1,1,1,0,1,0,1,1,1,1,0.98674846
5166,267899889,209069,Domrémy-la-Pucelle,q209069$E09AA39A-A6DC-4707-8D18-8B8EA27FDB95,,625,coordinate location,"{""latitude"": 48.443055555556, ""longitude"": 5.6758333333333}",,"{""latitude"": 48.4425, ""longitude"": 5.675}",,globecoordinate,UPDATE,PROPERTY_VALUE,commune of France,French commune in Vosges,,,"unrefinement, property_value_update",,1.146821870806285e-05,0.0001468213184496736,0.0,0.0,False,False,0.08714709837714263,1,1,0,1,0,1,1,3,1,2,0.9870622
5168,369911305,26699629,Església de la Sagrada Família de Castelló de la Plana,Q26699629$5829b586-4176-6658-aebd-c5c84b320df8,,625,coordinate location,"{""latitude"": 39.991111111111, ""longitude"": 0.040277777777778}",,"{""latitude"": 39.991111111111, ""longitude"": -0.040277777777778}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,0.0,2.0,0.0,1.0,False,False,6.862635750510712,1,1,0,0,0,0,1,15,1,12,0.9821449
5171,362632464,10818743,Saylorville Reservoir,Q10818743$3f35ec85-4108-d1f0-d9ac-c9a91880be7b,,625,coordinate location,"{""latitude"": 41.726944444444, ""longitude"": 93.699722222222}",,"{""latitude"": 41.726944444444, ""longitude"": -93.699722222222}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,0.0,2.0,0.0,1.0,False,False,10705.699922639358,1,1,0,0,0,0,1,12,1,12,0.97997403
5174,417994122,26710725,Village church Glasow,Q26710725$46181d97-4a58-21be-edf2-5d3f0382841c,,625,coordinate location,"{""latitude"": 52.345, ""longitude"": -13.435555555556}",,"{""latitude"": 52.345, ""longitude"": 13.435555555556}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,0.0,2.0,0.0,1.0,False,False,1814.7900634415637,1,1,0,0,0,0,1,12,1,3,0.978667
5176,1778245119,115329318,Huayapacha,Q115329318$DE5C0FD1-FAFB-44FB-B42F-358606414FDE,,625,coordinate location,"{""latitude"": 17.5525, ""longitude"": 65.4072222222222}",,"{""latitude"": -17.5525, ""longitude"": -65.407222}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,2.0,1.9999999966024824,1.0,1.0,False,False,14816.134042990121,0,0,0,0,0,1,1,6,1,4,0.9697497
5181,222370340,382132,Sabirabad District,Q382132$32366382-B682-4ACF-9BC3-FCFF589797BD,,625,coordinate location,"{""latitude"": 40.6667, ""longitude"": 48.4667}",,"{""latitude"": 40, ""longitude"": 48.6}",,globecoordinate,UPDATE,PROPERTY_VALUE,district of Azerbaijan,district of Azerbaijan,,,"unrefinement, property_value_update",,0.016394248857173038,0.00275034198738512,0.0,0.0,False,False,74.98973159767026,0,0,0,1,0,1,0,0,0,0,0.9895942
5188,64019498,65379,Virginia Tech,q65379$162B25BA-AA44-46C1-AB69-4D4B0E6D234B,,625,coordinate location,"{""latitude"": 80, ""longitude"": 25.5}",,"{""latitude"": 37.225, ""longitude"": -80.425}",,globecoordinate,UPDATE,PROPERTY_VALUE,"land-grant university, public educational institution of the United States, United States senior military college, university","public university with the main campus in Blacksburg, Virginia",,,property_value_update,,0.5346875,4.15392156862745,0.0,1.0,True,True,6237.478101006995,0,0,1,0,1,0,0,0,0,0,0.9935868
5208,267594871,178442,Saint-Michel-de-Montaigne,q178442$27658B8D-1FEE-4A53-88CB-B2F8E0B04565,,625,coordinate location,"{""latitude"": 44.875, ""longitude"": 0.0308}",,"{""latitude"": 44.874166666667, ""longitude"": 0.03}",,globecoordinate,UPDATE,PROPERTY_VALUE,commune of France,"commune in Dordogne, France",,,property_value_update,,1.857010212810296e-05,0.02597402597402604,0.0,0.0,False,False,0.11207242588900512,1,1,1,0,0,1,1,2,1,2,0.9936625
5214,1643674447,9148,Candiolo,q9148$7D7D9701-6ACC-4E4F-8F2F-E6210B2DF67A,,625,coordinate location,"{""latitude"": 44.966666666667, ""longitude"": 7.6}",,"{""latitude"": 44.959244, ""longitude"": 7.601722}",,globecoordinate,UPDATE,PROPERTY_VALUE,commune of Italy,Italian comune,,,"refinement, property_value_update",,0.0001650704225427187,0.00022657894736842124,0.0,0.0,False,False,0.8364086495403993,1,1,0,1,1,0,1,1,1,1,0.9873071
5219,315519039,460834,California State Route 3,Q460834$6AAC0161-0375-429B-8621-71008EF4EEE5,,625,coordinate location,"{""latitude"": 40.702326, ""longitude"": 122.925446}",,"{""latitude"": 40.702326, ""longitude"": -122.925446}",,globecoordinate,UPDATE,PROPERTY_VALUE,road,"state highway in California, United States",,,re_formatting,,0.0,2.0,0.0,1.0,False,False,8788.714008512765,1,1,0,0,0,0,1,6,1,6,0.9935881
5221,1862738309,201076,Ñuñoa,q201076$E7FE9B07-AEFA-4995-B3CB-64F745EA8A78,,625,coordinate location,"{""latitude"": -33.466666666667, ""longitude"": -70.6}",,"{""latitude"": -11.466666666666667, ""longitude"": -90.6}",,globecoordinate,UPDATE,PROPERTY_VALUE,commune of Chile,"commune in Santiago Province, Chile",,,property_value_update,,0.6573705179282903,0.28328611898017,0.0,0.0,True,True,3181.5562290914095,0,0,1,0,0,0,1,1,1,11,0.99380463
5224,185997523,32823,Seville Maritime Museum,Q32823$b58744f5-4352-fb05-ab2f-ac8e88bb8098,,625,coordinate location,"{""latitude"": 37.382441666667, ""longitude"": -5.9962944444444}",,"{""latitude"": 95.382441666667, ""longitude"": -5.9962944444444}",,globecoordinate,UPDATE,PROPERTY_VALUE,"maritime museum, naval museum","naval and maritime museum in Seville, Spain",,,property_value_update,,1.551530542525187,0.0,0.0,0.0,True,False,6449.305745384407,0,0,0,0,0,0,1,13,1,12,0.9906752
5226,567441705,22462473,Lac de la Frisette,Q22462473$8f8c5c1b-46df-7f1c-a709-37b91bce0413,,625,coordinate location,"{""latitude"": 51.083333333333, ""longitude"": 69.270277777778}",,"{""latitude"": 51.083333333333, ""longitude"": -69.270277777778}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,0.0,2.0,0.0,1.0,False,False,8001.8696109859375,1,1,0,0,0,0,1,12,1,12,0.9789345
5233,269006124,380501,Pavie,q380501$60C903EC-1402-4966-97CA-3378B572CCD5,,625,coordinate location,"{""latitude"": 43.6108, ""longitude"": 0.5928}",,"{""latitude"": 43.61, ""longitude"": 0.59194444444444}",,globecoordinate,UPDATE,PROPERTY_VALUE,commune of France,"commune in Gers, France",,,"unrefinement, property_value_update",,1.834407990676932e-05,0.0014432448643048907,0.0,0.0,False,False,0.11250670370357127,1,1,0,1,1,0,1,2,1,2,0.99031585
5258,2029845698,419146,Akis,Q419146$4707e008-b517-4c83-bab1-d89946ad2d81,,625,coordinate location,"{""latitude"": -20, ""longitude"": -31.8}",,"{""latitude"": 20.01, ""longitude"": -31.76}",,globecoordinate,UPDATE,PROPERTY_VALUE,impact crater,lunar impact crater,,,"refinement, re_formatting",,2.0005,0.001257861635220099,1.0,0.0,False,False,4448.91114730038,0,0,1,0,1,0,0,0,0,0,0.98646545
5260,573314509,779854,Jastrabá,Q779854$ADC62D52-4A93-4C47-B948-36C7773FBF25,,625,coordinate location,"{""latitude"": 48.633333, ""longitude"": 18.933333}",,"{""latitude"": 48.633055555556, ""longitude"": 18.933333333333}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,"refinement, property_value_update",,5.704820683421562e-06,1.7605616429852143e-08,0.0,0.0,False,False,0.030850424323389934,1,1,1,0,1,0,1,6,1,3,0.96972895
5277,267235767,196530,Grandsaigne,q196530$A66627DA-ED32-405B-94E4-3515E7F4BA39,,625,coordinate location,"{""latitude"": 45.491111111111, ""longitude"": 1.9188888888889}",,"{""latitude"": 45.49, ""longitude"": 1.9180555555556}",,globecoordinate,UPDATE,PROPERTY_VALUE,commune of France,"commune in Corrèze, France",,,"unrefinement, property_value_update",,2.442479605053583e-05,0.00043427909668207124,0.0,0.0,False,False,0.13958594211197736,1,1,0,1,0,0,1,3,1,2,0.9838643
5291,407788803,1447302,Rimae Hase,Q1447302$5306B336-6A6A-4BDD-BC7E-055BA7FEA652,,625,coordinate location,"{""latitude"": 34.7, ""longitude"": 67.8}",,"{""latitude"": -34.7, ""longitude"": 67.8}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,2.0,0.0,1.0,0.0,False,False,7716.927909132376,0,0,0,0,0,0,1,1,1,1,0.97783506
5294,818232863,36238051,Utkal',Q36238051$561EB1F5-E253-4131-949D-9C95D97FA849,,625,coordinate location,"{""latitude"": 53.7837, ""longitude"": 58.2172}",,"{""latitude"": 53.783611111111, ""longitude"": 58.217222222222}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,"refinement, property_value_update",,1.6527105610651192e-06,3.817123118309228e-07,0.0,0.0,False,False,0.00999123586743987,1,1,1,0,1,0,1,4,1,3,0.97311765
5301,766979573,22535854,Lacs Paul,Q22535854$db4ea5bd-417d-639e-bd53-bd85ccd0261c,,625,coordinate location,"{""latitude"": 46.203888888889, ""longitude"": 76.759722222222}",,"{""latitude"": 46.203888888889, ""longitude"": -76.759722222222}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,0.0,2.0,0.0,1.0,False,False,9418.88828339875,1,1,0,0,0,0,1,12,1,12,0.9686355
5303,1524056935,109318894,Batuhitam Island,Q109318894$f5247aa9-4f02-7b4c-26ec-d416e368e346,,625,coordinate location,"{""latitude"": -1.6813888888888888, ""longitude"": 98.53861111111111}",,"{""latitude"": 1.6813888888888888, ""longitude"": 98.53861111111111}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,2.0,0.0,1.0,0.0,False,False,373.9238283219522,0,0,0,0,0,0,1,14,1,16,0.9791722
5308,97101859,12431,Pyrenees,q12431$EFD38E4B-BE2F-4D0B-B983-BCE8AAEFF27D,,625,coordinate location,"{""latitude"": 42.666667, ""longitude"": 1}",,"{""latitude"": 42.666666666667, ""longitude"": 1}",,globecoordinate,UPDATE,PROPERTY_VALUE,mountain range,range of mountains in southwest Europe,,,unrefinement,,7.812492092167917e-09,0.0,0.0,0.0,False,False,3.706493867816629e-05,1,1,1,0,0,0,0,0,1,5,0.9906625
5310,761132538,49302755,Grizzly Lake,Q49302755$234EF406-81B7-4619-9D89-B3226CC8C42C,,625,coordinate location,"{""latitude"": 41.01005, ""longitude"": -123.04992}",,"{""latitude"": 41.01, ""longitude"": -123.05}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,1.2192133392097748e-06,6.501426412708873e-07,0.0,0.0,False,False,0.008716040402979896,1,1,0,1,0,1,1,1,1,2,0.97613645
5311,308655144,22563404,Davies River,Q22563404$c9fe9ac8-48c2-39f3-af66-b40b9c0ebf15,,625,coordinate location,"{""latitude"": 74.156583333333, ""longitude"": 124.39541666667}",,"{""latitude"": 74.156583333333, ""longitude"": -124.39541666667}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,0.0,2.0,0.0,1.0,False,False,2895.3176059906177,1,1,0,0,0,0,1,11,1,12,0.98064744
5315,89413888,103807,Atimonan,q103807$977C020D-7E78-4A70-BC55-4E3FB5532D85,,625,coordinate location,"{""latitude"": 14, ""longitude"": 121.917}",,"{""latitude"": 14, ""longitude"": 121.91666666667}",,globecoordinate,UPDATE,PROPERTY_VALUE,municipality of the Philippines,municipality of the Philippines in the province of Quezon,,,refinement,,0.0,2.734100494638549e-06,0.0,0.0,False,False,0.03596398700783231,1,1,0,0,1,0,1,2,0,0,0.99344206
5326,264077136,48772,Saint-Symphorien-de-Mahun,q48772$DCF3D6A0-B7ED-4F46-B802-0B2CA33DE505,,625,coordinate location,"{""latitude"": 45.165, ""longitude"": 4.5608333333333}",,"{""latitude"": 45.164166666667, ""longitude"": 4.56}",,globecoordinate,UPDATE,PROPERTY_VALUE,commune of France,"commune in Ardèche, France",,,"unrefinement, property_value_update",,1.8450865338173815e-05,0.0001827151470785179,0.0,0.0,False,False,0.11337912985852941,1,1,1,0,0,1,1,2,1,2,0.98809487
5340,752859250,282897,New York Yacht Club,q282897$8DF70020-E00A-4E87-8903-628747CBFC48,,625,coordinate location,"{""latitude"": 40.755556, ""longitude"": -73.981556}",,"{""latitude"": 40.7557, ""longitude"": 73.9816}",,globecoordinate,UPDATE,PROPERTY_VALUE,yacht club,club in New York City,,,"unrefinement, re_formatting",,3.5332605939374683e-06,2.00000059474283,0.0,1.0,False,False,10391.490437764724,1,1,0,1,0,1,1,3,1,3,0.9925944
5342,67429440,1425924,Marina Alta,q1425924$5E2671BB-0FB7-4BAB-B7D8-D49161BF909A,,625,coordinate location,"{""latitude"": 38.773055555556, ""longitude"": 0.083611111111111}",,"{""latitude"": 38.773055555556, ""longitude"": -0.083611111111111}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,0.0,2.0,0.0,1.0,False,False,14.496690475818268,1,1,0,0,0,0,1,15,1,12,0.9695867
5344,1829282362,109315585,Guilliguy standing stone,Q109315585$1ba9b689-4808-520d-7f6a-56678c9b9e81,,625,coordinate location,"{""latitude"": 48.55361111111111, ""longitude"": 4.701666666666666}",,"{""latitude"": 48.55361111111111, ""longitude"": -4.701666666666666}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,0.0,2.0,0.0,1.0,False,False,691.6675745091209,1,1,0,0,0,0,1,15,1,14,0.980293
5347,67603790,372306,Adrian,q372306$308D9296-B436-4CD6-9FE2-945F7E1A67F7,,625,coordinate location,"{""latitude"": 38.39667, ""longitude"": 94.35222}",,"{""latitude"": 38.396666666667, ""longitude"": -94.352222222222}",,globecoordinate,UPDATE,PROPERTY_VALUE,city in the United States,"city in Missouri, United States",,,"refinement, re_formatting",,8.681307514604306e-08,2.000000023552408,0.0,1.0,False,False,11429.799456754554,1,1,1,0,1,0,1,5,1,4,0.99044967
5353,96263537,37,Lithuania,q37$1064361e-4cc4-5b54-d41c-7c12c66dcce7,,625,coordinate location,"{""latitude"": 56, ""longitude"": 24}",,"{""latitude"": 55.5, ""longitude"": 24}",,globecoordinate,UPDATE,PROPERTY_VALUE,"country, country bordering the Baltic Sea, sovereign state, unitary state",country in northeastern Europe,,,property_value_update,,0.008928571428571428,0.0,0.0,0.0,True,False,55.597463322279445,0,0,1,0,0,0,0,0,0,0,0.9958791
5355,750064930,49303728,Lake John,Q49303728$460A6907-6FCA-4F87-AA4C-BC63426853CA,,625,coordinate location,"{""latitude"": 40.7788, ""longitude"": -106.47003}",,"{""latitude"": 40.778888888889, ""longitude"": -106.47}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,"unrefinement, property_value_update",,2.1797818720305175e-06,2.8176943310067216e-07,0.0,0.0,False,False,0.010201672870678382,1,1,1,0,0,1,1,2,1,4,0.9720162
5362,359123676,24050158,Severinkirche,Q24050158$b26b20dd-4b28-ad0f-539f-bd71d2854c7f,,625,coordinate location,"{""latitude"": 48.31035, ""longitude"": 48.31035}",,"{""latitude"": 48.31035, ""longitude"": -48.31035}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,0.0,2.0,0.0,1.0,False,False,6622.690033644964,1,1,0,0,0,0,1,5,1,5,0.97099745
5370,761089104,49304872,Lost Lake,Q49304872$3DC038FE-D661-40FC-9755-CA19E5D25AF9,,625,coordinate location,"{""latitude"": 44.98002, ""longitude"": -109.71021}",,"{""latitude"": 44.98, ""longitude"": -109.71027777778}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,"unrefinement, property_value_update",,4.446418655738319e-07,6.177891737636997e-07,0.0,0.0,False,False,0.005776270325993287,1,1,0,1,1,0,1,4,1,2,0.98112285
5379,750424907,49304808,Losekamp Lake,Q49304808$2AB00850-E51C-4B78-9264-D44A3FC9CD60,,625,coordinate location,"{""latitude"": 44.94504, ""longitude"": -109.45959}",,"{""latitude"": 44.945, ""longitude"": -109.45972222222}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,"unrefinement, property_value_update",,8.899758460218456e-07,1.2079546432512275e-06,0.0,0.0,False,False,0.011316854478087772,1,1,0,1,1,0,1,3,1,3,0.9764809
5384,236701135,182470,Spessart,q182470$A61BB0F2-FFBD-40D0-A0ED-798737A13B78,,625,coordinate location,"{""latitude"": 9, ""longitude"": 21.04431}",,"{""latitude"": 49.9025, ""longitude"": 9.4286111111111}",,globecoordinate,UPDATE,PROPERTY_VALUE,low mountain range,low mountain range in Germany,,,property_value_update,,4.544722222222223,0.5519638747428116,0.0,0.0,True,True,4673.5033381079675,0,0,1,0,1,0,0,0,0,0,0.9879163
5398,1239534315,44243,San Luis,q44243$C601266A-08A1-4805-813F-C858FFA1A63D,,625,coordinate location,"{""latitude"": -33.277222222222, ""longitude"": -66.3525}",,"{""latitude"": -33.29944444444445, ""longitude"": -66.35}",,globecoordinate,UPDATE,PROPERTY_VALUE,"big city, city, municipality",capital city of the San Luis Province in the Cuyo region of Argentina,,,"unrefinement, property_value_update",,0.0006677907811549942,3.767755548038035e-05,0.0,0.0,False,False,2.481900691998017,1,1,1,0,0,1,1,2,1,1,0.9952103
5406,363793283,26262416,Carmen Alto,Q26262416$d00d79c6-4395-1f3a-e8e0-d636fb478c8f,,625,coordinate location,"{""latitude"": 12.172222222222, ""longitude"": -74.224166666667}",,"{""latitude"": -12.172222222222, ""longitude"": -74.224166666667}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,2.0,0.0,1.0,0.0,False,False,2706.978714202486,0,0,0,0,0,0,1,12,1,12,0.97365797
5407,268050726,244222,Alissas,q244222$5E509863-819C-4030-A7E8-05FCDCEF2CF6,,625,coordinate location,"{""latitude"": 44.716666666667, ""longitude"": 4.6333333333333}",,"{""latitude"": 44.712777777778, ""longitude"": 4.6305555555556}",,globecoordinate,UPDATE,PROPERTY_VALUE,commune of France,"commune in Ardèche, France",,,property_value_update,,8.696732513607256e-05,0.0005995203836762745,0.0,0.0,False,False,0.48494119650531653,1,1,0,0,0,0,1,2,1,2,0.9871876
5419,2175243258,63210,"solar eclipse of December 14, 2020",Q63210$5DBFDA1C-CDD2-4A60-91B9-7A90971A23DC,,625,coordinate location,"{""latitude"": -40.3, ""longitude"": 67.9}",,"{""latitude"": -40.3, ""longitude"": -67.9}",,globecoordinate,UPDATE,PROPERTY_VALUE,"solar eclipse, total solar eclipse",total solar eclipse,,,re_formatting,,0.0,2.0,0.0,1.0,False,False,9999.027549675027,1,1,0,0,0,0,1,1,1,1,0.98964626
5430,95948472,1113716,Legazpi,q1113716$3157D537-757E-4BA1-BE96-F4966407FC83,,625,coordinate location,"{""latitude"": 43.055, ""longitude"": 2.335}",,"{""latitude"": 43.055, ""longitude"": -2.335}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,0.0,2.0,0.0,1.0,False,False,379.38847385995723,1,1,0,0,0,0,1,3,1,3,0.9722055
