revision_id,entity_id,value_id,property_id,change_target,property_label,old_value,old_value_label,new_value,new_value_label,label
2023920143,40647,Q40647$A98D0CA5-8571-4B4C-A7FA-0B03985F74D0,5504,,RISM ID,"""pe50041063""",,"""people/50041063""",,
2033227000,668,Q668$cc071067-46ba-e984-1ed9-12e337324cb0,138,,named after,"""Q299924""",Bharata,"""Q1377025""",Bharata,
2033574318,13820,description,-2,,description,"""municipality in Catalonia""",,"""municipality in Catalonia, Spain""",,
2037661409,3616,Q3616$0503c91e-4f6b-4b18-2d8b-60e6f488de33,31,,instance of,"""Q200250""",metropolis,"""Q174844""",megacity,
2037977262,37142,q37142$724A4ABC-DF56-4627-881C-5888F829E8A3,213,,ISNI,"""0000 0000 6698 3194""",,"""0000000066983194""",,
2037978250,35734,Q35734$28D3EA89-51AA-43E7-9137-8BBAE042C838,213,,ISNI,"""0000 0000 6708 5812""",,"""0000000067085812""",,
2037978739,34896,q34896$9147AC15-8D37-4B1A-9128-E45137A95DC5,213,,ISNI,"""0000 0001 0956 4580""",,"""0000000109564580""",,
2037981875,31047,Q31047$95E5C7D4-B3BD-4256-A2EB-790412438207,213,,ISNI,"""0000 0000 2286 9912""",,"""0000000022869912""",,
2037982288,30487,Q30487$7D1A5C0E-6186-4A6D-89E6-94E5776A7E7D,213,,ISNI,"""0000 0001 2096 6951""",,"""0000000120966951""",,
2037985371,26519,Q26519$89FE1FA0-ABF1-4FCB-B77D-01E4ECB6BE60,213,,ISNI,"""0000 0004 0397 7765""",,"""0000000403977765""",,
2037986232,25561,q25561$DD12B35C-B37F-4641-9B42-1159815DB8BD,213,,ISNI,"""0000 0000 6666 9058""",,"""0000000066669058""",,
2037989227,22212,Q22212$62a8d4c2-4874-47f2-32b9-67c7c6104f60,213,,ISNI,"""0000 0000 5207 0415""",,"""0000000052070415""",,
2037995147,15001,q15001$EBD6B065-B740-45E9-BA24-D33772EE3B08,213,,ISNI,"""0000 0001 2320 5584""",,"""0000000123205584""",,
2038001460,10697,Q10697$FDECE21E-073F-4680-AF75-62408B261D06,213,,ISNI,"""0000 0001 0728 8463""",,"""0000000107288463""",,
2038003240,9439,Q9439$39B806EC-9380-4FA2-BCE5-B2BBEA7BC294,213,,ISNI,"""0000 0001 2144 3562""",,"""0000000121443562""",,
2038004090,9095,q9095$081D999A-B9C1-4B26-B10A-2F7C1FF2A324,213,,ISNI,"""0000 0001 2136 4370""",,"""0000000121364370""",,
2038013948,3920,Q3920$255A6FB8-AC68-41A4-B269-0B366374A1FB,213,,ISNI,"""0000 0004 0394 5042""",,"""0000000403945042""",,
2038018240,1726,Q1726$CBB11399-3A8F-44DE-A2B4-758C691FAB90,213,,ISNI,"""0000 0001 2189 3141""",,"""0000000121893141""",,
2038114624,39450,Q39450$1DF3F2AA-8342-46B5-9507-FADF083EA7B8,213,,ISNI,"""0000 0004 0637 4804""",,"""0000000406374804""",,
2038114911,39607,q39607$1047C48F-395E-4940-94B5-B6CE3CBB16B9,213,,ISNI,"""0000 0001 2117 9175""",,"""0000000121179175""",,
2038116647,40650,Q40650$FDC31A16-865B-4DA4-B1B1-E06CED850AEB,213,,ISNI,"""0000 0000 8588 6234""",,"""0000000085886234""",,
2040373592,3838,q3838$2D763E13-7746-47D7-AF1E-6BF5486C7169,625,,coordinate location,"{""latitude"": -4.3316666666667, ""longitude"": 15.313888888889}",,"{""latitude"": -4.321944444444444, ""longitude"": 15.311944444444444}",,
2046308812,20916,description,-2,,description,"""right-wing populist political party in South Korea""",,"""1997–2020 political party in South Korea""",,
2046818280,41549,Q41549$A0A687D2-0A58-43F5-9E69-AB3935C77CEA,18,,image,"""Royal Coat of Arms of Canada (1957–1994).svg""",,"""Royal Coat of arms of Canada (1957–1994).svg""",,
2053308694,21051,q21051$8C4A07F4-0ADA-4F60-9718-686F18E9A3D8,373,,Commons category,"""Welt""",,"""Welt (Eiderstedt)""",,
2055075817,35703,Q35703$ab407c63-42ae-89be-9d44-a28186e93d29,1477,,birth name,"""Gertrude Belle Elion""",,"""Gertrude Belle Elio""",,
2059718193,41304,Q41304$A33F9625-3C4A-4F72-B73C-C63AB972A264,41,,flag image,"""Flag of Germany (3-2 aspect ratio).svg""",,"""Flag of Germany (3-2).svg""",,
2060719859,14332,Q14332$FD5F1752-686F-4FD8-9627-7935E7B5E15F,1843,,taxon common name,"""Τυραννόσαυρος Ρεξ""",,"""Τυραννόσαυρος""",,
2087767894,9531,Q9531$e9374bcc-408e-e2ed-19bd-21fc7c28e462,1142,,political ideology,"""Q97263432""",,"""Q3149193""",impartiality,
2087998983,12178,Q12178$2c54e53f-4c21-e372-1190-005357642793,1705,,native label,"""bro Leon""",,"""Bro Leon""",,
2088082438,5324,description,-2,,description,"""A Gurjar-Pratihar dynasty, that ruled northern India from 6th to 11th century.""",,"""A Gurjar-Pratihar dynasty, that ruled northern India from 6th to 11th century and  biggest ruler in India""",,
2088884986,6016,Q6016$2A375F46-8DAB-470E-AD29-E0B1E8F566D0,18,,image,"""Kurikka 2016.jpg""",,"""Kurikka Church 2017.jpg""",,
2095493791,10560,Q10560$7F18FF58-9D4D-4D5E-8C36-FD89F6CB1369,2369,,Soccerway player ID,"""-/162""",,"""162""",,
2095493980,10709,Q10709$9E868A33-EFF8-4F36-8C38-FD3C4DCB93D7,2369,,Soccerway player ID,"""-/17848""",,"""17848""",,
2095496074,29491,Q29491$ADC3578C-AA5C-4C3B-B181-9FA89E4CDAF0,2369,,Soccerway player ID,"""-/79474""",,"""79474""",,
2109839110,14313,description,-2,,description,"""American artist and businessman""",,"""American record producer, songwriter, rapper, and singer (born 1973)""",,
2111358557,11108,Q11108$455677A2-5D2F-4574-BDF8-50639448361A,131,,located in the administrative territorial entity,"""Q3586""",East Java,"""Q252""",Indonesia,
2112693204,6060,description,-2,,description,"""American rapper and actor (born 1975)""",,"""American rapper, songwriter and actor (born 1975)""",,
2117062670,13187,Q13187$31eaaf12-431e-0841-7cb8-bceea0d7bf85,1282,,OpenStreetMap tag or key,"""Tag:species=Cocos nucifera""",,"""Tag:species=Cocos_nucifera""",,
2137703903,14153,label,-1,,label,"""West Manggarai Regency""",,"""West Manggarai""",,
2137703926,14134,label,-1,,label,"""Central Sumba Regency""",,"""Central Sumba""",,
2137705179,15344,label,-1,,label,"""Majene Regency""",,"""Majene""",,
2154608813,14808,Q14808$E9F7E9FE-0A19-4E42-97E1-47F2D2D02E0E,856,,official website,"""https://www.oranienburg.de/""",,"""https://oranienburg.de/""",,
2155398021,33997,Q33997$bf6005eb-41c7-afc0-4486-83c7e8870b75,1705,,native label,"""सिन्धी""",,"""सिंधी""",,
2160310696,303,Q303$1A4ECDCB-067C-4A40-B8F8-141FC121ED2B,3056,,TCM Movie Database person ID,"""155137""",,"""155137|47277""",,
2168184203,1325,Q1325$628604c5-45f7-f1c6-abf8-6edf5a91dd06,4440,,Biblioteca Nacional de México ID,"""106947""",,"""000106947""",,
2169339702,1854,Q1854$413AE90E-A5B1-4DAE-8E19-CEA38C2B6E36,281,,postal code,"""72xxx""",,"""72000–72999""",,
2172379055,4031,Q4031$6132072A-A16D-437D-A75F-85836788BDE0,856,,official website,"""http://www.ruesselsheim.de""",,"""https://www.ruesselsheim.de/""",,
2174278356,7268,Q7268$EEF27922-ADF4-406A-B32B-2B610D01BB80,18,,image,"""Han Guangwu Di.jpg""",,"""Han Guangwu Di (cropped1to1) (cropped).jpg""",,
2176236791,3172,q3172$7b9fc946-4fe2-bfc3-2b86-b990f59327eb,94,,coat of arms image,"""Fehmarn Stadt-Wappen.png""",,"""DEU Stadt Fehmarn COA.svg""",,
2181020011,1897,description,-2,,description,"""italian municipality, capital of Sardinia""",,"""Italian municipality, capital of Sardinia""",,
2183249234,6664,Q6664$3865a652-4882-862d-ea48-cb6a41257680,18,,image,"""Associazione Calcio Cesena 1940-41.jpg""",,"""1975–76 Associazione Calcio Cesena.jpg""",,
2187486944,23319,q23319$D3BCC38A-640A-462F-A0D3-8A8141E1B158,625,,coordinate location,"{""latitude"": 46.223333333333336, ""longitude"": 8.323055555555555}",,"{""latitude"": 46.22358333333333, ""longitude"": 8.32311111111111}",,
2189516464,40722,Q40722$ae06fa1e-4ae8-d480-6f77-08997c88551d,39,,position held,"""Q98114593""",state secretary of Brazil,"""Q126866182""",state secretary of Rio Grande do Sul,
2190712271,28500,Q28500$a99767c1-42dc-20fb-d69d-421444436c7a,6375,,street address,"""Viale del Fante, 11, 90146 Palermo PA""",,"""Viale del Fante 11, I-90146 Palermo""",,
2190939699,27121,Q27121$8991C6CA-DBB2-43FE-8BAA-0D0AA2FE5C95,206,,located in or next to body of water,"""Q98""",Pacific Ocean,"""Q45341""",East China Sea,
2191309587,5631,q5631$84d3c571-4e92-74d1-db5f-a725479e5256,6886,,writing language,"""Q397""",Latin,"""Q1163234""",Medieval Latin,
2191895262,34436,Q34436$c19b85bf-4fd2-a71f-2295-0fa6a9a76b03,3056,,TCM Movie Database person ID,"""95439""",,"""95439|174381""",,
2197133894,25159,Q25159$f02450bc-474d-299b-97a6-b3affaed99fe,1142,,political ideology,"""Q6186""",communism,"""Q76074""",right-wing,
2199690375,5748,label,-1,,label,"""Castile-La Mancha""",,"""Castilla–La Mancha""",,
2200396876,23684,label,-1,,label,"""Flûte d'Alsace""",,"""flûte d'Alsace""",,
2205970401,33017,Q33017$11c9c467-448e-249e-064a-906b139b8de7,625,,coordinate location,"{""latitude"": 2.013998, ""longitude"": 98.962147}",,"{""latitude"": 2.150933333333333, ""longitude"": 98.62667777777777}",,
2217436991,31658,Q31658$a7550523-48f5-4b28-7be6-6b95e2de9ed7,190,,twinned administrative body,"""Q1494149""",Gardolo,"""Q96782130""",Gardolo,
2221753382,38911,label,-1,,label,"""region of the Czech Republic""",,"""regions of the Czech Republic""",,
2222513107,1338,q1338$6BDE6DA7-CA3C-409B-9733-8D1D152700D6,625,,coordinate location,"{""latitude"": 46.233333333333, ""longitude"": -86.35}",,"{""latitude"": 46.25, ""longitude"": -86}",,
2224994657,41187,label,-1,,label,"""Sony Group""",,"""Sony""",,
2229190890,36949,description,-2,,description,"""American actor (born 1943)""",,"""American actor, director and producer (born 1943)""",,
2230347151,23739,Q23739$d09db16f-43e3-9412-2a2b-10945fd6aeb5,31,,instance of,"""Q15961987""",television genre,"""Q12343431""",television series genre,
2237590870,11422,Q11422$fe3288ab-43b2-6f9b-12c3-0ff47738269f,1382,,partially coincident with,"""Q65088916""",,"""Q1412596""",simulacrum,
2239516889,548,Q548$6EEC0C86-4E7F-48EC-983F-3D23E15667E7,625,,coordinate location,"{""latitude"": 49.6041, ""longitude"": 19.0013}",,"{""latitude"": 49.60583333333334, ""longitude"": 19.003611111111113}",,
2241816796,10929,Q10929$CA1C5B76-E51E-4F48-93B4-C1A7A1A9C8BB,856,,official website,"""http://www.eslohe.de/""",,"""https://www.eslohe.de/""",,
2244674970,15373,Q15373$098F0784-A7C5-442F-8AED-732284EAFADB,36,,capital,"""Q25563078""",,"""Q16039783""",Karimnagar,
2249834859,34233,q34233$01392146-64FC-423D-8A80-026CBFA8CB87,31,,instance of,"""Q34770""",language,"""Q33742""",natural language,
2252020289,10898,Q10898$A02F4E7C-1D78-41F7-BF29-6CA781491C49,856,,official website,"""https://www.olpe.de/""",,"""https://olpe.de/""",,
2254462186,11637,description,-2,,description,"""American actress and singer (1922–1969)""",,"""American actress, singer, dancer and vaudevillian (1922–1969)""",,
2254594958,4388,Q4388$0390ED58-16E8-45D4-BCC2-A65314887C26,1843,,taxon common name,"""esguilu""",,"""esguil""",,
2254720177,25079,description,-2,,description,"""European political party""",,"""Liberal European political party""",,
2259732690,9546,q9546$ff37299c-4644-58af-89d7-b89c096f5f20,6394,,ELNET ID,"""a11248567""",,"""11248567""",,
2259735607,35236,q35236$c2f875ac-492d-7c24-339e-21d68e139117,6394,,ELNET ID,"""a1121577x""",,"""1121577x""",,
2261877691,36235,q36235$F0AD0E76-A82C-40F4-8C14-3606901816AA,373,,Commons category,"""Hung Yen""",,"""Hưng Yên""",,
2263334357,241,Q241$9AE5CB44-AA5D-46E7-BC95-52B7235A6350,1448,,official name,"""Cuba""",,"""República de Cuba""",,
2266686280,71,Q71$5A0EA812-1977-40DB-A98D-14EE9D99ECA3,856,,official website,"""https://www.geneve.ch""",,"""https://geneve.ch""",,
2268464435,31271,description,-2,,description,"""Venezuelan archbishop and prelate""",,"""Venezuelan archbishop and prelate (1952–2022)""",,
2268464715,33758,description,-2,,description,"""French fencer and writer""",,"""French fencer and writer (1873–1932)""",,
2268465308,41105,description,-2,,description,"""Japanese karateka""",,"""Japanese karateka (1868–1957)""",,
2269401132,2235,Q2235$d77e9be5-4c7b-18e8-5fe2-b174a92a686a,131,,located in the administrative territorial entity,"""Q1392840""",Rurik's state,"""Q130499974""",Principality of Novgorod-Seversk,
2272329401,11068,Q11068$f0a9c6af-413f-2231-82e9-bab5a2f4a549,527,,has part(s),"""Q7891""",respiratory system,"""Q7873""",blood,
2272569540,6373,Q6373$3A0523E9-1A0F-4A3F-8466-30530105E65F,2741,,Tate artist ID,"""3326""",,"""british-museum-3326""",,
2278138676,19118,description,-2,,description,"""eleventh letter in the Hebrew alphabet""",,"""Hebrew letter kaf (U+05DB)""",,
2278751318,16644,description,-2,,description,"""territory of the US located in the Pacific""",,"""unincorporated territory of the US located in the Pacific""",,
2280438588,35694,label,-1,,label,"""jaguar""",,"""jagua""",,
2281858605,25442,description,-2,,description,"""two languages spoken by the Sorbs""",,"""Lechitic language spoken by the Sorbs""",,
2283560478,232,Q232$2dbef67c-4e24-ddc0-5a7a-fb44a2d513a6,1549,,demonym,"""kazah""",,"""kazak""",,
2285034906,6681,Q6681$774D72B8-DBC2-4E17-ADC5-44DE2A3F4372,856,,official website,"""http://www.comune.crotone.it""",,"""https://www.comune.crotone.it/""",,
2288823360,33367,description,-2,,description,"""Persian dialects spoken by Jews in Iran""",,"""Persian dialects spoken by Jews originating in Iran""",,
2289341228,7768,Q7768$a533c9a2-4c0e-a385-0cb4-de373b9075cd,37,,official language,"""Q33673""",Kannada,"""Q25104285""",Southeast Asian English,
2289882771,1524,Q1524$a715fab8-4185-c434-9642-9bb653b656ac,898,,IPA transcription,"""[aˈθina]""",,"""aˈθina""",,
2292683062,778,Q778$74D6B61C-2771-4615-BD53-50389B5D3891,1448,,official name,"""le Commonwealth des Bahamas""",,"""Commonwealth des Bahamas""",,
2293285088,5123,Q5123$7C1A8A22-B69F-423E-B982-7A077789CFEB,1082,,population,"""+17290""",,"""+18.152""",,
2293671373,36167,description,-2,,description,"""provincial city of Vietnam""",,"""provincial city of Thừa Thiên Huế province, Vietnam""",,
2293951665,22686,Q22686$7AE08340-BC5E-4221-B5E0-E0CF4CA4EEDD,6394,,ELNET ID,"""11394924""",,"""a11394924""",,
2294263361,1353,Q1353$b81eaed5-4ce1-36a6-2ec1-a1afee7e8e2f,1313,,office held by head of government,"""Q112578848""",Mayor of Delhi,"""Q5096847""",chief minister,
2296034571,5415,Q5415$5BDBDB0F-A75B-4D13-A82A-45D0DFA02C96,136,,genre,"""Q1273568""",children's television series,"""Q581714""",animated series,
2298442293,32815,Q32815$f432bb6f-4204-c982-3d83-76907f3088e9,12631,,The Oxford Encyclopedia of the Islamic World ID,"""4916""",,"""0546""",,
2299156787,9325,Q9325$7a1117d6-493f-b5ab-62c2-55f0893ffd73,355,,child organization/unit,"""Q108251249""",ITA Airways,"""Q156776""",Swiss International Air Lines,
2301895771,34904,Q34904$03A08FF8-7FEA-4C06-9B5E-EDA2D68C4B90,417,,patron saint,"""Q1374522""",Victor of Marseilles,"""Q682935""",Victor of Solothurn,
2311878154,469,Q469$3e8c74c9-4535-277f-5593-dc8d3318be16,8885,,Namuwiki ID,"""w/다이슨 스피어""",,"""다이슨 스피어""",,
2314104500,18367,Q18367$2a124482-4a25-e91b-a33d-a860c81fabaf,856,,official website,"""http://www.comune.benevello.cn.it""",,"""https://www.comune.benevello.cn.it""",,
2314951399,22686,Q22686$9242B895-A92E-4378-A347-FDCABDDC38D2,5361,,BNB person ID,"""TrumpDonald1946-""",,"""a401704983053595""",,
2319415053,12122,Q12122$76C1573F-83C4-445C-8F6A-959ED758E65E,10888,,contains the statistical territorial entity,"""Q67150379""",,"""Q9261243""",Font-Montnegre,
2319868905,12107,Q12107$3d91369d-4fb9-ac31-8094-31e4781f9a79,1846,,distribution map,"""Percentage of breton speakers in the breton countries in 2004.png""",,"""Breton - les taux de locuteurs selon le pays - sondage 2018.svg""",,
2320388111,34138,description,-2,,description,"""Niger-Congo language originating in parts of Malawi, Zambia, and Tanzania""",,"""Bantu language spoken in Southern and Eastern Africa""",,
2322110434,2161,Q2161$2F67AE86-A972-4D20-A03E-169051FFEA36,39,,position held,"""Q2912782""",proconsul,"""Q131994231""",,
2324314107,4388,label,-1,,label,"""Red squirrel""",,"""red squirrel""",,
2324892453,26863,Q26863$e4a72eab-43c8-a3ab-5ad5-ce56a1a645ef,348,,software version identifier,"""1.40.25""",,"""1.40.27""",,
2325855949,19526,Q19526$8FB47976-5BDA-4FF3-875B-EA991E543176,18,,image,"""Maya Angelou visits YCP Feb 2013.jpg""",,"""Maya Angelou visits YCP Feb 2013 (cropped).jpg""",,
2327467921,13646,Q13646$3DE9E21A-6EEB-4DB1-B165-7D4015ED948C,8253,,OSM Name Suggestion Index ID,"""sncf-3bfa97""",,"""sncf-0ddfe9""",,
2329406297,1879,description,-2,,description,"""French association football player and manager""",,"""French footballer and manager (born 1969)""",,
2330827739,9616,Q9616$cdf0a9aa-49b9-1d5f-0039-d614c70d8b7c,12542,,WhatsApp channel ID,"""0029Va9OeEpFSAszDCKvmo3m""",,"""0029Va9OeEpFSAszDCKvmo3n""",,
2331194489,10135,Q10135$7302e719-4c48-0789-c833-6c13629b40f5,306,,operating system,"""Q1406""",Microsoft Windows,"""Q3251801""",GNU/Linux,
2335909056,37136,Q37136$328601f3-4365-708c-a08a-011f83fa44e0,3295,,code,"""22""",,"""102""",,
2337810700,4191,Q4191$62E79755-D00B-4E09-9578-3278622D67F6,2046,,area,"""+29.1""",,"""+29.11""",,
2338406387,5118,q5118$9083B78B-FF25-4984-9750-32DA6A7E6425,94,,coat of arms image,"""Coat of Arms of Dagestan.svg""",,"""Coat of arms of Dagestan.svg""",,
2338407119,5710,q5710$32B39A4D-3894-4D64-BFC7-8454648C5DEF,94,,coat of arms image,"""Coat of Arms of Bashkortostan.svg""",,"""Coat of arms of Bashkortostan.svg""",,
2347194649,3870,Q3870$33a779c9-4066-ab17-7a5c-eba18db690cd,6,,head of government,"""Q134082193""",,"""Q28967580""",Sakaja Johnson,
2348784574,9094,description,-2,,description,"""40th president of Uruguay from 2010 to 2015 (1935–2025)""",,"""40th president of Uruguay (1935–2025)""",,
2350500271,133,description,-2,,description,"""type of mixed electoral system""",,"""Mixed electoral system centered on proportional representation with single-member district elements""",,
2350889759,37799,description,-2,,description,"""waterfall on the Churchill River in Newfoundland and Labrador""",,"""waterfall on the Churchill River in Newfoundland and Labrador, Canada""",,
2350939780,18426,q18426$A3A94196-F9BD-4E30-9522-AB0BC2FBCB46,625,,coordinate location,"{""latitude"": 40.84676, ""longitude"": -73.873207}",,"{""latitude"": 40.846666666666664, ""longitude"": -73.87333333333333}",,
2355396094,14378,label,-1,,label,"""neoclassicism""",,"""Neoclassicism""",,
