revision_id,entity_id,entity_label,value_id,change_target,property_id,property_label,old_value,old_value_label,new_value,new_value_label,datatype,action,target,main_entity_type,latest_description,new_value_description,old_value_description,label,subclass_of_main_entity
1312846061,465283,Russian Navy,Q465283$4beedfc0-41ce-606e-13be-47e1a8c2d38c,,571,inception,"""+1992-01-17T00:00:00Z""",,"""+1626-10-20T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,navy,"""maritime warfare branch of Russia's military""",,,property_value_update,
1107085686,311791,Nikolai Rubinstein,Q311791$4754de27-49ea-1152-3a56-4617af3a1858,,569,date of birth,"""+1881-03-11T00:00:00Z""",,"""+1835-06-14T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Russian pianist, conductor and composer (1835-1881)""",,,property_value_update,
470533032,245160,Democratic Republic of Georgia,Q245160$946A0EEA-05C4-44BC-93BF-BEA90424A542,,576,"dissolved, abolished or demolished date","""+1921-01-01T00:00:00Z""",,"""+1921-03-18T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"historical country, sovereign state, state with limited recognition","""first modern establishment of Georgia as an independent state (1918-1921)""",,,refinement,
1312846066,465283,Russian Navy,Q465283$f5660c40-4ee7-fe3b-ecee-b9edd5388af9,,571,inception,"""+1626-10-20T00:00:00Z""",,"""+1992-01-17T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,navy,"""maritime warfare branch of Russia's military""",,,property_value_update,
988103472,89943,Johann Caspar Neubeck,Q89943$45707BFF-C928-480A-BC38-E3E2AF03374B,,569,date of birth,"""+1545-01-01T00:00:00Z""",,"""+1545-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""German religious servant""",,,re_formatting,
1752823574,141342,Zubtsov,Q141342$06F19D20-DF9D-4BC5-A05B-76259A691B3E,,571,inception,"""+1216-01-01T00:00:00Z""",,"""+1216-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"city or town, human settlement","""town in Russia""",,,re_formatting,
1992153588,250235,Roman Catholic Archdiocese of São Sebastião do Rio de Janeiro,Q250235$86003CD3-BA6D-4FE7-AC70-F9708A9913E8,,571,inception,"""+1575-07-19T00:00:00Z""",,"""+1892-04-27T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,Roman Catholic metropolitan archdiocese,"""Catholic ecclesiastical territory in Brazil""",,,property_value_update,
532756513,354505,Yakov Knyazhnin,Q354505$AF3FD7AD-90C5-41B4-B9E4-BDF3AF16BE5C,,570,date of death,"""+1791-01-25T00:00:00Z""",,"""+1791-01-14T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Russian playwright""",,,property_value_update,
1181245191,256597,Inakawa,Q256597$7a73a168-45c9-3112-0bdd-1bbc06232971,,571,inception,"""+1596-09-30T00:00:00Z""",,"""+1956-09-30T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,dissolved municipality of Japan,"""dissolved municipality in Ogachi district, Akita prefecture, Japan""",,,property_value_update,
1181241858,256597,Inakawa,Q256597$7a73a168-45c9-3112-0bdd-1bbc06232971,,571,inception,"""+2005-03-22T00:00:00Z""",,"""+1596-09-30T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,dissolved municipality of Japan,"""dissolved municipality in Ogachi district, Akita prefecture, Japan""",,,property_value_update,
344781746,275945,Carmen Pereira,Q275945$C815C256-91E2-4249-917A-FA931FA211A9,,569,date of birth,"""+1931-04-10T00:00:00Z""",,"""+1937-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Guinea-Bissauan politician (1937-2016)""",,,"unrefinement, property_value_update",
410356084,261898,2002 Australian Open,Q261898$d003431d-4d99-59d5-f9a1-1f17d49fb658,,582,end time,"""+2002-01-28T00:00:00Z""",,"""+2002-01-27T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"Australian Open, tennis tournament edition","""2002 Australian Open Tennis Championships""",,,property_value_update,
2325180538,357735,Colin Welland,Q357735$DFB7AA14-1022-4E52-AE46-A40FB165E4FD,,569,date of birth,"""+1934-01-01T00:00:00Z""",,"""+1934-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""British actor (1934-2015)""",,,re_formatting,
1057265963,271187,Clara Rockmore,Q271187$32b2fb56-4e70-f799-7805-b34cdba0fc69,,569,date of birth,"""+1910-08-28T00:00:00Z""",,"""+1200-08-28T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Russian-American musician (1911-1998)""",,,property_value_update,
1544371130,301391,George Bacovia,q301391$B48D2256-1FCA-4384-A281-481603E05463,,569,date of birth,"""+1881-09-04T00:00:00Z""",,"""+1881-09-17T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Romanian writer and poet""",,,property_value_update,
763108791,460736,Amedi,Q460736$39CDD07E-650B-47A7-843D-79CC09745752,,571,inception,"""+3000-00-00T00:00:00Z""",,"""-3000-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,city,"""town in Iraqi Kurdistan""",,,re_formatting,
195030004,269931,"Lucia, Countess of Tripoli",Q269931$b058e0ab-4f89-eca1-b7a8-08281904c8ec,,570,date of death,"""+1300-00-00T00:00:00Z""",,"""+1299-06-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Countess of Tripoli and Princess of Antioch""",,,property_value_update,
146289644,271457,Aleksandr Kuprin,Q271457$5A0590FB-5468-40B8-9DC8-C45D05979ADC,,569,date of birth,"""+1870-09-07T00:00:00Z""",,"""+1870-08-26T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Russian writer (1870–1938)""",,,property_value_update,
2000808646,271536,Emperor Itoku,q271536$1daa66c0-4afa-a5ca-52fc-a31cf3376b41,,569,date of birth,"""-553-00-00T00:00:00Z""",,"""+2001-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,legendary human figure,"""emperor of Japan""",,,property_value_update,
377941099,274899,Natalya Sats,q274899$64664533-43ae-5b57-3ef5-f166502fbd56,,569,date of birth,"""+1903-08-27T00:00:00Z""",,"""+1903-08-14T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Russian theatre director (1903–1993)""",,,property_value_update,
263169925,298877,Giuliano de' Medici,Q298877$05E8128F-B8EB-4700-A9ED-DD85306A7348,,570,date of death,"""+1478-05-05T00:00:00Z""",,"""+1478-04-26T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Italian politician (1453-1478)""",,,property_value_update,
421746774,330801,David Andrews,Q330801$384B4EDC-BF92-466C-AFB6-C4CAA5666097,,569,date of birth,"""+1952-01-01T00:00:00Z""",,"""+1952-11-02T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""American actor (born 1952)""",,,refinement,
1432920467,277681,Semmelweis University,Q277681$21BEF162-AE4F-4E12-8A24-8D469EE5FBFF,,571,inception,"""+1769-00-00T00:00:00Z""",,"""+1951-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"open-access publisher, organization, university","""research-led medical school in Budapest, Hungary""",,,property_value_update,
1016949994,283384,Atomic Betty,Q283384$09AF193C-E97C-4190-B478-59E606A2BEFF,,580,start time,"""+2004-09-06T00:00:00Z""",,"""+2004-08-29T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,animated television series,"""Canadian-French Flash-animated science fiction television series""",,,property_value_update,
1373445048,284568,Italian Libya,Q284568$76A431BC-0517-40B6-A6B0-8B89EEB82B36,,576,"dissolved, abolished or demolished date","""+1942-00-00T00:00:00Z""",,"""+1943-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,colony,"""1934–1943 Italian possession in North Africa""",,,property_value_update,
2337228692,290376,1971 Australian Open,Q290376$83bc9518-4620-34ba-5f9d-3a5bc2faa302,,582,end time,"""+1971-01-14T00:00:00Z""",,"""+1971-03-14T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"Australian Open, tennis tournament edition","""1971 Australian Open Tennis Championships""",,,property_value_update,
419384196,291918,AFC Săgeata Năvodari,Q291918$FE38279B-90CD-4C02-8AAB-B4426785950B,,571,inception,"""+1960-00-00T00:00:00Z""",,"""+2010-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,association football club,"""association football club in Romania""",,,property_value_update,
782333546,293683,Al-Muqtadi,Q293683$1ABE8D5E-57D6-47E1-BD76-CADF28B05F02,,570,date of death,"""+1094-02-01T00:00:00Z""",,"""+1094-02-03T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Abbasid Caliph in Baghdad (r. 1075–1094)""",,,property_value_update,
143069726,313494,Gabriel Bethlen,Q313494$6ECC66ED-F1AE-40AA-92A0-73370E3D975E,,569,date of birth,"""+2009-12-17T00:00:00Z""",,"""+1580-01-01T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Elected King of Hungary, Prince of Transylvania and Hungarian Protestant military leader (1580–1629)""",,,property_value_update,
595078496,312308,Salvatore Riina,Q312308$5e1bc493-4fa3-616a-b194-eee1416f93ea,,570,date of death,"""+2017-11-06T00:00:00Z""",,"""+2017-11-16T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Sicilian mafia boss (1930–2017)""",,,property_value_update,
473883163,312384,Francisco de Vitoria,Q312384$7E9A081B-4002-4617-9110-27F49BED2D95,,569,date of birth,"""+1460-01-01T00:00:00Z""",,"""+1483-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Spanish philosopher""",,,re_formatting,
146046340,467805,Mary Shakespeare,Q467805$182F76EF-6FBA-4ADA-A037-259E15CA4313,,569,date of birth,"""+1234-01-01T00:00:00Z""",,"""+1530-01-01T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""mother of William Shakespeare""",,,property_value_update,
1237008693,16603,Artigas Department,Q16603$276782FB-56E1-4B82-ADDE-2B239A52B1C3,,571,inception,"""+1884-01-01T00:00:00Z""",,"""+1884-10-01T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,department of Uruguay,"""department of Uruguay""",,,refinement,
461871614,312735,James II of Aragon,q312735$87C233AB-C1F3-490D-9409-68B6D7778345,,569,date of birth,"""+1267-08-10T00:00:00Z""",,"""+2019-08-10T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""King of Aragon and Valencia, Count of Barcelona and King of Sicily (1267-1327)""",,,property_value_update,
1157251324,63089,Theodoric I,q63089$AC708F58-95CA-4AE5-8656-F024DB4FE82F,,570,date of death,"""+1221-02-17T00:00:00Z""",,"""+1221-02-18T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Margrave of Meissen""",,,property_value_update,
1896775683,312978,Faxian,Q312978$9B33ADEB-766E-4676-BB1D-8520A73F478C,,570,date of death,"""+418-01-01T00:00:00Z""",,"""+422-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Chinese Buddhist monk (bhikkhu), pilgrim to India, and travelogue author during the Jin and Liu Song dynasties""",,,property_value_update,
158283219,315795,Bernal Díaz del Castillo Reyes,Q315795$14E88651-1AFD-4EBC-95A5-38E647508BD6,,570,date of death,"""+1584-01-01T00:00:00Z""",,"""+2013-01-01T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Spanish conquistador""",,,property_value_update,
158282948,315795,Bernal Díaz del Castillo Reyes,Q315795$DFA048D9-B9CE-4D4E-ACF3-22E5A5E3D029,,569,date of birth,"""+1492-01-01T00:00:00Z""",,"""+1987-01-01T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Spanish conquistador""",,,property_value_update,
157513048,315847,Stepan Makarov,q315847$308BC144-B256-483C-A5E4-EAA160218019,,569,date of birth,"""+1849-01-08T00:00:00Z""",,"""+1848-12-27T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Russian admiral""",,,property_value_update,
943632670,327634,T-Mobile,Q327634$3c32c424-4300-c2f8-a3c6-b8b795b0a471,,571,inception,"""+2003-03-18T00:00:00Z""",,"""+1990-09-18T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"brand, business","""international telecommunications company""",,,property_value_update,
1561766897,316343,Vasubandhu,Q316343$1583E4F8-668A-4DF0-89E4-CF51AAD52B38,,569,date of birth,"""+400-01-01T00:00:00Z""",,"""+350-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""4th/5th century Indian Buddhist monk""",,,property_value_update,
657838622,317055,Marcus Cornelius Fronto,Q317055$BAC27724-F6DE-4167-8C23-E297A15EB101,,570,date of death,"""+166-00-00T00:00:00Z""",,"""+160-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""2nd century Roman rhetorician and advocate""",,,property_value_update,
409493189,319592,Battle on the Planta,Q319592$37a06f2d-4e5f-b98a-28bc-e16fe2778f10,,585,point in time,"""+1475-11-01T00:00:00Z""",,"""+1475-11-13T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,battle,"""1475 battle between the Old Swiss Confederacy and the Duchy of Savoy during the Burgundian Wars""",,,property_value_update,
2296614702,319614,Zaza Pachulia,Q319614$4B0A61AA-56F7-4621-905E-2798FC6CD094,,569,date of birth,"""+1983-02-10T00:00:00Z""",,"""+1984-02-10T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Georgian basketball player""",,,property_value_update,
831764213,329900,Abraham Cykiert,Q329900$da7ebd75-49c2-4114-61fb-6c9b36aa2b53,,570,date of death,"""+2009-01-01T00:00:00Z""",,"""+2009-03-06T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Australian Holocaust survivor (1926-2009)""",,,refinement,
1768114439,320522,Vladimir Adlerberg,Q320522$BF5807B1-442F-4D59-AD39-EBFAC7DAF383,,569,date of birth,"""+1791-11-10T00:00:00Z""",,"""+1791-11-18T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Russian politician (1791-1884)""",,,property_value_update,
227244627,325714,Halina Birenbaum,Q325714$8D93A273-19B3-4D02-9B1D-233A2566BB7F,,569,date of birth,"""+1929-01-01T00:00:00Z""",,"""+1929-09-15T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Polish-born Holocaust survivor, Israeli writer, poet, translator and activist (b. 1929)""",,,refinement,
1823547950,330109,Lopön Tenzin Namdak,Q330109$5F3FD033-016C-4B03-ACC4-42A5A78379F3,,569,date of birth,"""+1926-01-01T00:00:00Z""",,"""+1927-01-27T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Tibetan religious leader""",,,property_value_update,
937571311,332605,Atlético Nacional,Q332605$34A5C4CC-4B95-4288-AB84-6BB26A693177,,571,inception,"""+1492-03-01T00:00:00Z""",,"""+1947-03-07T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,association football club,"""Colombian association football club""",,,property_value_update,
192368752,347298,Shigeru Aoki,Q347298$E08392A3-0FD9-4B43-ACC6-B83455E22878,,569,date of birth,"""+1898-02-09T00:00:00Z""",,"""+1898-07-13T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Japanese painter (1882-1911)""",,,property_value_update,
1704119158,351543,Enmerkar,Q351543$e6de6ebd-5df3-4a06-833b-e438043c7b66,,569,date of birth,"""-3000-00-00T00:00:00Z""",,"""-3100-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""builder of Uruk in Sumer""",,,property_value_update,
286876406,357617,Cesar Millan,Q357617$D702C63C-CFC7-4D7B-A99A-1C8E5CE7AEEF,,569,date of birth,"""+1969-08-27T00:00:00Z""",,"""+1965-08-27T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Mexican - American dog trainer and television personality""",,,property_value_update,
671576513,358226,Gale Bruno van Albada,Q358226$E2C6D50B-CB5E-4CC8-A53A-3F08FA77EE23,,569,date of birth,"""+1912-03-20T00:00:00Z""",,"""+1912-03-28T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Dutch astronomer (1912–1972)""",,,property_value_update,
1809496049,371799,The Auschwitz Violin,Q371799$b0dd6da1-48f2-2a3a-637c-758a14d92181,,577,publication date,"""+1990-00-00T00:00:00Z""",,"""+1994-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,literary work,"""novel by Maria Àngels Anglada""",,,property_value_update,
378695279,835,Mikhail Bulgakov,q835$613D02E8-F351-488B-973B-10AE4A41915B,,569,date of birth,"""+1891-05-15T00:00:00Z""",,"""+1891-05-03T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Russian author (1891–1940)""",,,property_value_update,
2247467362,1470,M. C. Escher,Q1470$c06830dd-078d-4585-a2cb-41173872e099,,2032,work period (end),"""+1972-00-00T00:00:00Z""",,"""+1969-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Dutch graphic artist (1898–1972)""",,,property_value_update,
149630590,334739,Jehoram of Israel,Q334739$16C4DDEE-D776-434C-897B-C9E2378D06F8,,570,date of death,"""+841-01-01T00:00:00Z""",,"""-841-01-01T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""King of Ancient Israel""",,,re_formatting,
810095678,371921,Basilica of Maxentius,Q371921$e1f89107-4582-9a6e-230d-9f3fc37a0d66,,571,inception,"""+314-00-00T00:00:00Z""",,"""+312-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"archaeological site, civil basilica","""ancient building in the Roman Forum, Rome""",,,property_value_update,
1988348060,385423,Ninohe Station,Q385423$429FF069-8C16-4A07-B70A-E370BE870CFA,,1619,date of official opening,"""+1890-01-01T00:00:00Z""",,"""+1891-12-20T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,", interchange station, overtaking station, over-track railway station, railway station, railway station above ground","""railway station in Ninohe, Iwate prefecture, Japan""",,,property_value_update,
1063130690,461939,Eugenio Cambaceres,Q461939$883D4A52-3039-40C4-AE3C-7F1BBD8E0798,,570,date of death,"""+1888-01-01T00:00:00Z""",,"""+1889-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Argentine politician and writer (1843-1889)""",,,property_value_update,
1866785846,55391,Robert Bresson,Q55391$01347ef8-4623-51b5-4d18-aa8a99fdb5ed,,2032,work period (end),"""+1983-00-00T00:00:00Z""",,"""+1996-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""French film director (1901–1999)""",,,property_value_update,
1971491985,385879,Kōriyama Station,Q385879$748B2C21-91EF-40EC-B434-EBB1B3EFBA3D,,1619,date of official opening,"""+1887-01-01T00:00:00Z""",,"""+1887-07-16T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,", elevated station, general station, interchange station, junction station, last station, over-track railway station, railway station, railway station above ground","""railway station in Kōriyama, Fukushima prefecture, Japan""",,,refinement,
1663895752,399216,"Agustín Fernando Muñoz, 1st Duke of Riánsares",Q399216$DB476CF8-78D1-4436-A6F0-F9DE0574A3A5,,570,date of death,"""+1873-09-11T00:00:00Z""",,"""+1873-09-13T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""1st Duke of Riánsares (1808-1873)""",,,property_value_update,
821822135,329729,Emmanuel,Q329729$EA84BE1E-DDA1-466F-8401-688A98D8347F,,569,date of birth,"""+1955-04-16T00:00:00Z""",,"""+1952-04-16T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Mexican singer""",,,property_value_update,
549460625,401601,Ultimate Spider-Man,Q401601$9BFB4072-2F3C-44A8-9DF5-5346A49B0A8E,,577,publication date,"""+2012-09-10T00:00:00Z""",,"""+2012-04-01T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,animated television series,"""American superhero animated television series""",,,property_value_update,
853926858,108915,Lilian Franck,Q108915$9F0EF75D-5C1F-4E6E-BD1A-BC284D20DEF2,,569,date of birth,"""+2000-01-01T00:00:00Z""",,"""+1971-03-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""German film director""",,,property_value_update,
1147118036,83816,A.J. Styles,q83816$24D3CBAC-D0CA-4220-82D0-392B666610A2,,569,date of birth,"""+1977-03-02T00:00:00Z""",,"""+1977-06-02T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""American professional wrestler""",,,property_value_update,
89638038,935,Isaac Newton,q935$8709C71F-8632-4F70-88FC-E5846838A1C9,,570,date of death,"""+1470-04-09T00:00:00Z""",,"""+1727-03-20T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""English mathematician and physicist (1642–1727)""",,,property_value_update,
992258600,44091,Saint Dominic,Q44091$1A658FBA-5B6E-466E-9A8F-6C8194B5D3DC,,569,date of birth,"""+1174-08-08T00:00:00Z""",,"""+2050-08-08T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""founder of the Dominican Order (1170–1221)""",,,property_value_update,
192800380,445747,Di Renjie,Q445747$F4A0709C-C2F8-40FA-8DF3-B6D75471E9AB,,570,date of death,"""+700-01-01T00:00:00Z""",,"""+700-08-15T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Chinese official""",,,property_value_update,
1961371886,452017,Francisco de Paula Santander,Q452017$84359AB6-D647-481F-B6CC-2E3BA21A2BA7,,569,date of birth,"""+1792-04-20T00:00:00Z""",,"""+1780-04-20T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Colombian military and political leader (1792-1840)""",,,property_value_update,
1573044410,452969,Dinornithiformes,Q452969$2d669bde-4f7d-d888-898b-3e1850120a30,,582,end time,"""-600-00-00T00:00:00Z""",,"""+1500-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,fossil taxon,"""extinct order of birds""",,,property_value_update,
463629570,24348,Pyotr Yakubovich,Q24348$4F9E258B-370B-4F86-8F94-B4B344C1F20E,,570,date of death,"""+1911-03-30T00:00:00Z""",,"""+1911-03-17T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Russian revolutionary and poet (1860-1911)""",,,property_value_update,
1177415822,451542,Suckling Airways,Q451542$9d12aacb-4558-b5c0-f6cc-ba94e1c61962,,576,"dissolved, abolished or demolished date","""+2013-03-00T00:00:00Z""",,"""+2013-05-16T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,airline,"""former airline, now part of Loganair""",,,property_value_update,
